user_id,event_type,product_id,amount,date,time
U0067,search,P026,172.4,2023-06-01,18:43:00
U0141,logout,P015,2928.49,2023-06-06,04:28:00
U0053,logout,P010,176.3,2023-06-05,23:29:00
U0366,logout,P005,654.16,2023-06-04,07:36:00
U0122,add_to_cart,P024,1507.99,2023-06-05,18:05:00
U0185,login,P019,1061.97,2023-06-01,16:00:00
U0302,login,P013,918.24,2023-06-03,19:33:00
U0279,page_view,P026,529.28,2023-06-02,00:31:00
U0395,login,P030,918.25,2023-06-02,00:41:00
U0148,login,P015,2637.74,2023-06-02,13:46:00
U0156,wishlist_add,P024,1978.14,2023-06-04,17:14:00
U0368,add_to_cart,P001,2237.22,2023-06-06,12:25:00
U0319,add_to_cart,P010,1075.83,2023-06-05,00:52:00
U0188,login,P030,1857.76,2023-06-02,04:41:00
U0023,add_to_cart,P030,1900.62,2023-06-04,08:03:00
U0078,checkout,P025,594.83,2023-06-04,21:31:00
U0312,login,P017,556.1,2023-06-02,01:08:00
U0154,wishlist_add,P020,1441.72,2023-06-02,06:13:00
U0024,search,P008,2856.8,2023-06-02,11:00:00
U0138,profile_update,P014,2947.68,2023-06-01,17:16:00
U0189,wishlist_add,P030,501.66,2023-06-02,00:13:00
U0198,page_view,P001,2257.33,2023-06-03,00:22:00
U0126,checkout,P011,188.77,2023-06-04,03:53:00
U0080,search,P013,2627.84,2023-06-02,22:25:00
U0238,profile_update,P028,2287.7,2023-06-04,06:42:00
U0133,checkout,P024,1913.72,2023-06-03,05:07:00
U0243,login,P012,1519.71,2023-06-05,06:19:00
U0161,profile_update,P001,605.13,2023-06-06,15:05:00
U0304,profile_update,P012,289.43,2023-06-05,01:00:00
U0132,checkout,P016,2025.29,2023-06-03,21:28:00
U0008,logout,P021,640.92,2023-06-04,15:45:00
U0346,login,P019,1731.68,2023-06-06,02:08:00
U0373,search,P028,1823.95,2023-06-02,10:38:00
U0224,profile_update,P017,1540.9,2023-06-05,02:11:00
U0104,logout,P008,474.5,2023-06-06,19:36:00
U0128,page_view,P014,1670.62,2023-06-05,02:22:00
U0278,search,P021,1011.1,2023-06-04,20:04:00
U0081,wishlist_add,P026,398.75,2023-06-03,02:51:00
U0232,logout,P013,2743.59,2023-06-01,19:22:00
U0132,wishlist_add,P013,1820.4,2023-06-02,03:24:00
U0098,add_to_cart,P027,223.63,2023-06-04,02:50:00
U0317,logout,P019,876.79,2023-06-03,02:39:00
U0092,wishlist_add,P027,2411.61,2023-06-05,23:56:00
U0275,logout,P014,1347.97,2023-06-04,06:04:00
U0281,logout,P001,1003.65,2023-06-05,13:02:00
U0030,logout,P022,906.44,2023-06-06,19:34:00
U0114,profile_update,P005,2196.32,2023-06-03,21:35:00
U0194,search,P007,2777.57,2023-06-01,20:54:00
U0305,wishlist_add,P006,368.42,2023-06-03,20:11:00
U0243,add_to_cart,P020,402.91,2023-06-06,08:54:00
U0315,checkout,P005,2021.23,2023-06-02,16:36:00
U0292,checkout,P017,1207.6,2023-06-03,04:38:00
U0195,page_view,P015,2185.6,2023-06-05,14:05:00
U0111,logout,P028,2054.28,2023-06-05,17:33:00
U0207,profile_update,P003,593.27,2023-06-05,04:57:00
U0215,wishlist_add,P015,1944.12,2023-06-04,09:25:00
U0207,add_to_cart,P010,1031.94,2023-06-06,05:33:00
U0392,logout,P022,2580.84,2023-06-05,22:30:00
U0068,login,P010,1247.75,2023-06-06,13:15:00
U0298,add_to_cart,P020,2928.89,2023-06-05,18:43:00
U0074,profile_update,P003,1470.82,2023-06-05,12:48:00
U0372,wishlist_add,P027,2427.35,2023-06-01,12:47:00
U0186,page_view,P023,1858.0,2023-06-03,17:04:00
U0076,profile_update,P021,1473.92,2023-06-06,13:05:00
U0222,login,P003,602.12,2023-06-03,05:59:00
U0243,profile_update,P006,2994.65,2023-06-06,11:08:00
U0038,search,P030,1080.93,2023-06-03,15:19:00
U0106,checkout,P004,748.52,2023-06-01,14:55:00
U0321,profile_update,P008,1212.53,2023-06-03,18:37:00
U0317,page_view,P018,1580.27,2023-06-02,08:08:00
U0376,add_to_cart,P019,2925.51,2023-06-04,15:48:00
U0216,search,P014,2993.67,2023-06-01,17:38:00
U0200,checkout,P021,2299.88,2023-06-01,20:14:00
U0355,search,P022,2222.99,2023-06-06,13:59:00
U0155,logout,P022,515.32,2023-06-03,14:19:00
U0152,search,P023,2346.28,2023-06-02,05:54:00
U0214,page_view,P010,1723.9,2023-06-05,12:57:00
U0308,checkout,P014,1737.31,2023-06-04,09:07:00
U0046,profile_update,P019,2390.05,2023-06-03,19:35:00
U0087,profile_update,P006,2911.01,2023-06-06,12:02:00
U0125,login,P011,493.32,2023-06-04,06:35:00
U0128,checkout,P024,876.93,2023-06-04,06:36:00
U0289,page_view,P017,2919.08,2023-06-05,19:57:00
U0040,login,P003,2217.16,2023-06-04,15:34:00
U0010,profile_update,P009,2812.23,2023-06-05,23:11:00
U0383,profile_update,P030,2912.04,2023-06-01,22:14:00
U0372,wishlist_add,P015,984.18,2023-06-01,20:22:00
U0200,search,P015,2174.57,2023-06-06,08:15:00
U0358,checkout,P016,2844.49,2023-06-03,19:48:00
U0111,login,P017,1467.93,2023-06-03,20:57:00
U0014,search,P015,2535.34,2023-06-02,18:01:00
U0282,login,P017,1902.84,2023-06-03,07:34:00
U0132,page_view,P024,103.35,2023-06-04,07:25:00
U0039,wishlist_add,P003,1791.99,2023-06-03,05:34:00
U0277,profile_update,P002,352.21,2023-06-04,21:48:00
U0383,add_to_cart,P011,2181.61,2023-06-06,03:53:00
U0167,page_view,P025,1532.03,2023-06-02,08:08:00
U0087,login,P008,951.32,2023-06-06,14:31:00
U0122,checkout,P030,1162.42,2023-06-04,12:20:00
U0186,page_view,P022,1979.66,2023-06-03,21:53:00
U0114,page_view,P008,2625.13,2023-06-03,10:53:00
U0183,search,P020,294.34,2023-06-03,06:47:00
U0183,page_view,P019,2796.63,2023-06-02,18:17:00
U0158,page_view,P027,487.48,2023-06-03,11:12:00
U0078,add_to_cart,P020,2931.22,2023-06-05,00:23:00
U0282,add_to_cart,P023,2115.55,2023-06-05,14:04:00
U0203,checkout,P027,2031.44,2023-06-06,03:15:00
U0017,page_view,P014,2116.41,2023-06-06,02:46:00
U0236,page_view,P027,2843.25,2023-06-03,16:13:00
U0283,profile_update,P004,2727.75,2023-06-06,07:53:00
U0222,add_to_cart,P008,1614.3,2023-06-05,20:20:00
U0354,page_view,P021,954.68,2023-06-04,19:11:00
U0122,page_view,P005,1808.91,2023-06-04,04:35:00
U0241,wishlist_add,P008,2817.48,2023-06-06,18:15:00
U0010,search,P026,476.46,2023-06-03,11:48:00
U0202,login,P018,402.4,2023-06-05,10:50:00
U0077,checkout,P018,315.52,2023-06-06,01:49:00
U0277,page_view,P003,2504.34,2023-06-02,14:09:00
U0056,logout,P011,1239.26,2023-06-01,17:39:00
U0026,logout,P030,2504.75,2023-06-05,01:16:00
U0247,logout,P010,2170.79,2023-06-04,14:56:00
U0160,login,P026,2595.28,2023-06-03,10:54:00
U0275,login,P009,2427.84,2023-06-02,19:03:00
U0102,wishlist_add,P002,2384.84,2023-06-01,12:21:00
U0392,checkout,P021,531.23,2023-06-05,20:35:00
U0049,logout,P011,2141.08,2023-06-04,08:45:00
U0018,wishlist_add,P011,1921.51,2023-06-04,07:28:00
U0187,checkout,P016,810.87,2023-06-03,03:00:00
U0016,login,P027,906.7,2023-06-03,14:51:00
U0259,profile_update,P024,795.7,2023-06-01,09:02:00
U0239,wishlist_add,P010,743.78,2023-06-02,17:31:00
U0141,page_view,P029,1037.69,2023-06-05,00:46:00
U0165,profile_update,P023,263.81,2023-06-04,02:11:00
U0055,login,P019,699.35,2023-06-05,06:28:00
U0124,checkout,P010,426.66,2023-06-01,19:47:00
U0123,search,P012,2919.7,2023-06-04,02:51:00
U0362,login,P022,2931.91,2023-06-02,13:55:00
U0033,login,P023,642.25,2023-06-02,03:53:00
U0049,checkout,P030,1105.33,2023-06-05,13:40:00
U0241,wishlist_add,P009,425.5,2023-06-06,14:55:00
U0099,profile_update,P024,2334.22,2023-06-02,02:25:00
U0177,add_to_cart,P019,2202.38,2023-06-01,21:14:00
U0037,add_to_cart,P009,783.3,2023-06-04,16:39:00
U0241,search,P022,2356.69,2023-06-05,20:29:00
U0023,profile_update,P020,1403.1,2023-06-01,11:54:00
U0172,login,P029,2153.01,2023-06-06,12:26:00
U0286,login,P023,1672.71,2023-06-06,09:48:00
U0380,checkout,P015,905.4,2023-06-03,07:12:00
U0347,login,P011,2498.53,2023-06-02,13:49:00
U0246,profile_update,P012,673.26,2023-06-04,07:49:00
U0284,profile_update,P005,1920.1,2023-06-03,17:36:00
U0291,wishlist_add,P004,192.68,2023-06-03,19:00:00
U0034,checkout,P025,2387.37,2023-06-04,02:44:00
U0061,wishlist_add,P008,124.93,2023-06-02,02:09:00
U0124,search,P030,2181.45,2023-06-03,05:05:00
U0389,logout,P010,2028.63,2023-06-05,06:07:00
U0154,search,P027,2480.12,2023-06-06,07:03:00
U0203,profile_update,P004,2959.88,2023-06-02,01:29:00
U0162,add_to_cart,P013,267.61,2023-06-03,02:02:00
U0115,add_to_cart,P024,1728.67,2023-06-02,21:50:00
U0331,page_view,P015,1404.59,2023-06-03,05:33:00
U0358,login,P003,883.0,2023-06-04,10:11:00
U0033,checkout,P004,150.67,2023-06-03,02:32:00
U0197,login,P026,2160.94,2023-06-04,13:40:00
U0325,login,P002,1903.59,2023-06-03,07:49:00
U0101,add_to_cart,P016,2965.77,2023-06-03,14:57:00
U0387,logout,P028,827.2,2023-06-04,02:34:00
U0255,checkout,P005,934.18,2023-06-06,12:43:00
U0207,checkout,P024,1329.61,2023-06-01,16:40:00
U0098,add_to_cart,P005,100.19,2023-06-05,05:57:00
U0300,profile_update,P009,2097.23,2023-06-05,20:03:00
U0006,wishlist_add,P020,1155.58,2023-06-06,08:52:00
U0286,profile_update,P024,2235.94,2023-06-06,03:18:00
U0260,profile_update,P009,2763.42,2023-06-05,06:12:00
U0112,logout,P018,1703.63,2023-06-04,13:10:00
U0072,wishlist_add,P004,684.69,2023-06-02,12:58:00
U0343,profile_update,P028,2464.51,2023-06-03,07:03:00
U0309,checkout,P030,2320.72,2023-06-02,16:43:00
U0250,page_view,P020,1277.97,2023-06-03,01:13:00
U0141,page_view,P017,1638.06,2023-06-04,11:26:00
U0089,profile_update,P009,1071.66,2023-06-01,11:54:00
U0031,profile_update,P011,2218.57,2023-06-02,09:02:00
U0400,search,P010,2834.25,2023-06-01,15:07:00
U0156,checkout,P024,1033.82,2023-06-05,15:01:00
U0160,wishlist_add,P001,360.21,2023-06-04,08:33:00
U0371,wishlist_add,P003,1239.45,2023-06-03,09:51:00
U0080,search,P005,957.39,2023-06-05,04:39:00
U0359,add_to_cart,P015,2593.36,2023-06-05,03:18:00
U0336,add_to_cart,P015,1173.76,2023-06-03,15:01:00
U0025,checkout,P029,1891.32,2023-06-03,21:29:00
U0271,checkout,P004,1497.62,2023-06-05,02:29:00
U0210,page_view,P003,2751.5,2023-06-01,22:34:00
U0051,add_to_cart,P027,1243.11,2023-06-03,09:37:00
U0392,page_view,P013,1221.88,2023-06-04,22:44:00
U0182,page_view,P012,2107.12,2023-06-03,14:28:00
U0072,add_to_cart,P005,1004.24,2023-06-04,01:38:00
U0125,search,P004,2685.64,2023-06-02,16:37:00
U0293,search,P015,788.48,2023-06-01,09:42:00
U0302,wishlist_add,P012,1092.55,2023-06-03,11:56:00
U0051,logout,P011,1988.99,2023-06-05,13:41:00
U0096,wishlist_add,P006,2954.48,2023-06-04,03:04:00
U0205,search,P012,939.07,2023-06-03,16:14:00
U0233,page_view,P013,857.83,2023-06-04,21:12:00
U0265,search,P005,1435.66,2023-06-05,12:08:00
U0331,wishlist_add,P004,1497.24,2023-06-02,10:05:00
U0200,logout,P010,153.21,2023-06-01,13:06:00
U0266,logout,P012,1740.46,2023-06-03,06:30:00
U0109,page_view,P005,2996.21,2023-06-01,22:58:00
U0055,profile_update,P017,2181.47,2023-06-04,15:15:00
U0354,wishlist_add,P020,2872.66,2023-06-03,22:15:00
U0319,profile_update,P004,1814.3,2023-06-02,15:40:00
U0302,page_view,P011,1486.78,2023-06-05,19:43:00
U0080,logout,P008,345.91,2023-06-06,15:11:00
U0220,search,P030,432.42,2023-06-05,08:29:00
U0302,logout,P026,1163.57,2023-06-05,21:33:00
U0324,wishlist_add,P017,2504.13,2023-06-04,06:55:00
U0282,wishlist_add,P015,2850.98,2023-06-01,08:02:00
U0322,wishlist_add,P020,823.64,2023-06-03,16:38:00
U0053,add_to_cart,P027,1826.71,2023-06-02,23:44:00
U0204,checkout,P030,2361.96,2023-06-03,16:29:00
U0190,page_view,P013,2711.43,2023-06-05,00:47:00
U0151,add_to_cart,P029,2143.31,2023-06-04,08:25:00
U0353,checkout,P016,987.46,2023-06-03,04:57:00
U0252,login,P019,1960.38,2023-06-06,12:57:00
U0098,wishlist_add,P027,329.59,2023-06-04,21:09:00
U0014,checkout,P010,2775.84,2023-06-03,11:49:00
U0177,page_view,P009,2647.63,2023-06-04,21:32:00
U0007,profile_update,P001,2132.21,2023-06-01,22:41:00
U0032,page_view,P025,668.94,2023-06-06,05:05:00
U0222,profile_update,P025,2949.17,2023-06-03,19:39:00
U0224,login,P024,1457.54,2023-06-04,05:25:00
U0123,login,P013,1118.91,2023-06-01,19:15:00
U0185,search,P004,1770.94,2023-06-02,18:55:00
U0299,profile_update,P008,1855.06,2023-06-06,04:43:00
U0240,checkout,P018,1214.68,2023-06-02,06:34:00
U0335,profile_update,P017,1863.87,2023-06-03,13:11:00
U0126,search,P021,128.28,2023-06-04,13:44:00
U0202,add_to_cart,P015,581.28,2023-06-01,18:43:00
U0384,login,P017,1311.35,2023-06-02,21:14:00
U0350,wishlist_add,P014,1284.93,2023-06-03,14:48:00
U0026,add_to_cart,P022,2757.26,2023-06-05,10:12:00
U0347,page_view,P010,1805.2,2023-06-06,17:10:00
U0014,logout,P013,148.55,2023-06-04,12:02:00
U0340,profile_update,P023,1578.64,2023-06-01,14:39:00
U0089,profile_update,P020,1787.22,2023-06-05,02:38:00
U0092,add_to_cart,P011,675.81,2023-06-06,08:43:00
U0390,search,P020,1830.17,2023-06-02,19:18:00
U0044,logout,P003,2436.53,2023-06-01,08:22:00
U0293,profile_update,P008,2833.35,2023-06-04,01:45:00
U0365,login,P027,2954.55,2023-06-06,18:37:00
U0050,login,P018,2686.94,2023-06-05,08:18:00
U0084,login,P027,142.36,2023-06-02,02:03:00
U0136,add_to_cart,P027,1111.3,2023-06-05,17:57:00
U0250,wishlist_add,P020,663.1,2023-06-05,06:50:00
U0309,logout,P012,2755.97,2023-06-03,22:52:00
U0280,login,P025,1119.56,2023-06-04,12:35:00
U0323,page_view,P016,1429.37,2023-06-03,15:20:00
U0097,logout,P020,577.91,2023-06-05,11:43:00
U0279,login,P021,1358.86,2023-06-06,06:10:00
U0101,add_to_cart,P010,1581.19,2023-06-03,20:43:00
U0375,login,P022,1960.18,2023-06-02,11:10:00
U0122,login,P003,421.58,2023-06-05,17:41:00
U0111,login,P017,998.96,2023-06-05,18:58:00
U0009,login,P009,2148.32,2023-06-01,22:51:00
U0266,page_view,P021,2339.74,2023-06-02,07:27:00
U0182,search,P020,2592.52,2023-06-04,02:38:00
U0069,logout,P025,858.42,2023-06-01,11:46:00
U0007,login,P002,711.38,2023-06-01,15:44:00
U0353,login,P027,2693.1,2023-06-03,19:26:00
U0253,add_to_cart,P017,2959.58,2023-06-04,10:00:00
U0262,logout,P025,713.64,2023-06-03,23:46:00
U0154,logout,P024,1534.3,2023-06-03,21:47:00
U0132,checkout,P021,338.4,2023-06-05,11:41:00
U0353,login,P005,1970.54,2023-06-04,02:02:00
U0111,logout,P029,1611.91,2023-06-04,00:32:00
U0185,page_view,P015,1870.58,2023-06-05,12:49:00
U0138,page_view,P014,495.83,2023-06-03,10:36:00
U0152,checkout,P025,2718.3,2023-06-05,06:36:00
U0321,logout,P029,1316.03,2023-06-01,10:53:00
U0132,wishlist_add,P025,1829.58,2023-06-03,13:17:00
U0236,wishlist_add,P024,2608.05,2023-06-04,11:11:00
U0107,wishlist_add,P020,1513.26,2023-06-01,12:15:00
U0200,search,P006,324.59,2023-06-02,04:11:00
U0226,profile_update,P020,710.34,2023-06-04,20:09:00
U0311,page_view,P014,2573.16,2023-06-04,01:31:00
U0279,wishlist_add,P012,2859.15,2023-06-06,11:00:00
U0182,login,P007,1473.12,2023-06-04,02:48:00
U0197,logout,P006,290.38,2023-06-05,18:19:00
U0031,wishlist_add,P009,332.54,2023-06-04,20:41:00
U0046,search,P013,1816.67,2023-06-04,16:43:00
U0020,wishlist_add,P018,1179.94,2023-06-06,13:24:00
U0067,wishlist_add,P019,1929.77,2023-06-05,12:38:00
U0184,add_to_cart,P008,2978.52,2023-06-03,15:17:00
U0293,profile_update,P028,2973.88,2023-06-01,08:06:00
U0327,checkout,P009,2952.07,2023-06-05,21:44:00
U0326,login,P021,1435.73,2023-06-05,20:50:00
U0174,search,P009,576.21,2023-06-03,09:26:00
U0125,logout,P025,649.87,2023-06-03,08:58:00
U0393,profile_update,P018,1878.61,2023-06-04,07:46:00
U0212,wishlist_add,P011,2787.43,2023-06-03,21:57:00
U0058,logout,P024,2633.13,2023-06-01,21:37:00
U0295,logout,P030,895.01,2023-06-02,22:49:00
U0068,wishlist_add,P012,536.92,2023-06-05,03:41:00
U0288,wishlist_add,P026,1241.08,2023-06-04,06:23:00
U0195,checkout,P003,2683.28,2023-06-05,03:25:00
U0169,wishlist_add,P012,2726.98,2023-06-05,00:47:00
U0312,login,P022,1962.27,2023-06-02,19:30:00
U0106,logout,P028,2503.33,2023-06-05,05:22:00
U0004,add_to_cart,P013,1945.57,2023-06-03,11:36:00
U0188,search,P018,2335.66,2023-06-02,11:09:00
U0266,page_view,P005,2845.95,2023-06-05,22:06:00
U0350,search,P007,862.11,2023-06-02,22:21:00
U0396,search,P021,2245.7,2023-06-06,17:18:00
U0174,page_view,P027,1858.75,2023-06-03,00:04:00
U0310,checkout,P028,1472.06,2023-06-03,10:21:00
U0126,search,P018,1131.53,2023-06-02,14:48:00
U0041,add_to_cart,P019,1062.97,2023-06-04,04:09:00
U0361,profile_update,P018,946.23,2023-06-03,18:41:00
U0043,wishlist_add,P030,611.57,2023-06-02,14:01:00
U0323,search,P016,533.77,2023-06-03,11:58:00
U0265,checkout,P025,354.47,2023-06-06,16:22:00
U0318,login,P012,2452.52,2023-06-04,22:59:00
U0400,logout,P004,1261.64,2023-06-01,23:11:00
U0198,checkout,P010,229.86,2023-06-02,06:06:00
U0316,logout,P011,1323.05,2023-06-01,16:59:00
U0328,profile_update,P030,2528.27,2023-06-04,06:55:00
U0003,checkout,P006,2371.12,2023-06-01,18:49:00
U0102,add_to_cart,P004,2762.11,2023-06-02,15:23:00
U0172,search,P004,581.27,2023-06-04,03:02:00
U0024,search,P028,242.9,2023-06-05,03:16:00
U0258,checkout,P006,1163.84,2023-06-06,19:30:00
U0005,logout,P006,2436.31,2023-06-03,09:35:00
U0338,search,P004,2592.15,2023-06-05,07:08:00
U0029,logout,P003,978.09,2023-06-05,18:13:00
U0391,page_view,P024,1768.77,2023-06-03,19:54:00
U0047,profile_update,P020,1516.87,2023-06-03,06:57:00
U0042,login,P017,2518.82,2023-06-04,20:10:00
U0363,wishlist_add,P026,1455.21,2023-06-02,23:47:00
U0062,login,P015,251.52,2023-06-03,15:47:00
U0328,login,P018,1381.65,2023-06-06,11:06:00
U0289,checkout,P016,2931.22,2023-06-06,08:12:00
U0218,add_to_cart,P014,1928.19,2023-06-02,19:03:00
U0254,wishlist_add,P004,2155.67,2023-06-06,04:37:00
U0177,page_view,P021,1972.53,2023-06-01,23:58:00
U0396,add_to_cart,P013,716.61,2023-06-05,21:14:00
U0108,profile_update,P019,2508.07,2023-06-05,12:19:00
U0033,profile_update,P029,1796.2,2023-06-03,14:04:00
U0240,profile_update,P023,925.81,2023-06-04,01:59:00
U0221,checkout,P027,1223.77,2023-06-06,09:33:00
U0249,search,P006,2809.9,2023-06-04,22:27:00
U0264,add_to_cart,P030,1256.37,2023-06-02,03:50:00
U0171,search,P024,1113.29,2023-06-04,04:36:00
U0244,page_view,P006,2076.13,2023-06-06,18:35:00
U0314,login,P009,2030.35,2023-06-02,08:25:00
U0021,add_to_cart,P011,2597.9,2023-06-03,18:16:00
U0031,login,P015,1022.92,2023-06-03,08:23:00
U0334,logout,P008,550.55,2023-06-03,18:45:00
U0057,login,P028,2258.88,2023-06-01,20:53:00
U0269,add_to_cart,P030,970.64,2023-06-04,09:07:00
U0010,profile_update,P008,1592.02,2023-06-06,13:25:00
U0234,wishlist_add,P026,947.3,2023-06-01,21:17:00
U0153,page_view,P005,868.8,2023-06-04,16:48:00
U0064,checkout,P021,200.64,2023-06-03,05:35:00
U0363,add_to_cart,P029,1935.07,2023-06-02,12:35:00
U0092,search,P012,1410.02,2023-06-04,07:53:00
U0020,wishlist_add,P013,2702.66,2023-06-03,21:28:00
U0387,add_to_cart,P016,2891.19,2023-06-06,19:38:00
U0326,add_to_cart,P008,1639.71,2023-06-06,17:08:00
U0274,login,P007,1203.88,2023-06-03,20:43:00
U0192,logout,P021,2706.11,2023-06-05,06:13:00
U0225,logout,P021,2084.73,2023-06-03,07:27:00
U0025,search,P024,1693.49,2023-06-01,11:47:00
U0385,profile_update,P009,2856.32,2023-06-05,19:19:00
U0214,checkout,P013,715.52,2023-06-02,12:34:00
U0049,search,P021,2538.58,2023-06-04,17:59:00
U0308,search,P005,221.26,2023-06-01,18:23:00
U0016,wishlist_add,P011,696.44,2023-06-01,11:35:00
U0281,wishlist_add,P001,606.69,2023-06-05,06:20:00
U0087,login,P001,1377.8,2023-06-04,02:35:00
U0148,add_to_cart,P011,1953.64,2023-06-02,18:17:00
U0326,add_to_cart,P010,620.48,2023-06-02,06:50:00
U0392,wishlist_add,P023,1577.26,2023-06-02,18:51:00
U0095,login,P019,284.82,2023-06-02,20:56:00
U0236,login,P001,1683.35,2023-06-06,02:11:00
U0300,wishlist_add,P015,2724.6,2023-06-01,12:19:00
U0274,login,P018,1323.72,2023-06-02,18:25:00
U0396,profile_update,P027,1801.37,2023-06-01,12:33:00
U0199,page_view,P026,2822.06,2023-06-04,16:19:00
U0069,login,P013,969.95,2023-06-06,14:22:00
U0168,checkout,P023,2266.0,2023-06-02,06:12:00
U0385,page_view,P001,385.12,2023-06-04,10:26:00
U0159,logout,P007,2783.7,2023-06-05,02:00:00
U0221,page_view,P018,949.57,2023-06-02,06:09:00
U0034,logout,P020,2419.18,2023-06-01,16:33:00
U0078,checkout,P027,2394.98,2023-06-03,05:34:00
U0153,add_to_cart,P029,1088.64,2023-06-06,05:39:00
U0122,checkout,P007,2749.51,2023-06-04,17:10:00
U0117,checkout,P011,370.37,2023-06-01,13:46:00
U0337,logout,P002,833.02,2023-06-01,13:28:00
U0108,checkout,P006,2876.98,2023-06-04,03:16:00
U0106,search,P003,545.85,2023-06-02,08:46:00
U0166,add_to_cart,P017,2986.18,2023-06-06,01:04:00
U0173,profile_update,P029,1880.75,2023-06-04,07:02:00
U0271,login,P003,397.23,2023-06-01,15:38:00
U0066,profile_update,P004,1742.9,2023-06-04,20:59:00
U0353,checkout,P012,326.69,2023-06-03,04:20:00
U0385,logout,P012,985.98,2023-06-03,15:07:00
U0291,wishlist_add,P008,2903.22,2023-06-02,18:43:00
U0094,profile_update,P022,1202.38,2023-06-05,04:46:00
U0391,page_view,P026,2884.82,2023-06-03,04:00:00
U0254,checkout,P011,2356.84,2023-06-06,03:51:00
U0326,checkout,P027,2924.43,2023-06-01,12:14:00
U0097,checkout,P005,2035.15,2023-06-05,15:57:00
U0084,page_view,P026,1328.55,2023-06-01,22:53:00
U0182,login,P019,1285.57,2023-06-06,14:29:00
U0294,search,P025,2045.87,2023-06-02,18:34:00
U0361,logout,P030,2123.55,2023-06-05,09:53:00
U0288,login,P015,1826.97,2023-06-04,11:31:00
U0024,wishlist_add,P013,1574.13,2023-06-05,03:15:00
U0133,wishlist_add,P004,2444.1,2023-06-03,23:25:00
U0317,wishlist_add,P012,2448.46,2023-06-01,16:50:00
U0192,logout,P030,1177.03,2023-06-02,18:00:00
U0343,checkout,P008,1312.67,2023-06-02,22:53:00
U0242,checkout,P001,345.62,2023-06-05,20:47:00
U0309,wishlist_add,P024,1164.96,2023-06-01,08:21:00
U0293,search,P002,1338.2,2023-06-05,22:48:00
U0127,wishlist_add,P015,1105.18,2023-06-05,02:25:00
U0304,checkout,P026,2278.08,2023-06-05,08:10:00
U0003,wishlist_add,P017,604.81,2023-06-05,19:31:00
U0003,wishlist_add,P020,723.44,2023-06-06,12:48:00
U0175,logout,P022,2290.87,2023-06-04,10:28:00
U0017,page_view,P006,520.41,2023-06-06,13:39:00
U0336,wishlist_add,P004,1135.28,2023-06-05,22:19:00
U0083,search,P027,295.11,2023-06-04,16:59:00
U0387,search,P015,358.89,2023-06-06,00:19:00
U0312,page_view,P008,630.74,2023-06-02,03:47:00
U0274,wishlist_add,P009,1141.76,2023-06-03,20:13:00
U0230,profile_update,P004,2377.22,2023-06-02,08:19:00
U0078,page_view,P024,2270.34,2023-06-03,08:48:00
U0036,search,P007,511.72,2023-06-04,08:35:00
U0187,add_to_cart,P020,1248.97,2023-06-03,18:14:00
U0140,search,P026,2210.12,2023-06-06,18:35:00
U0071,add_to_cart,P027,2470.15,2023-06-06,16:12:00
U0024,wishlist_add,P016,2528.57,2023-06-01,08:32:00
U0022,login,P016,2997.38,2023-06-06,00:51:00
U0152,login,P001,940.4,2023-06-02,22:47:00
U0154,add_to_cart,P004,2314.23,2023-06-03,13:35:00
U0093,checkout,P019,2611.08,2023-06-02,05:22:00
U0347,search,P008,1428.02,2023-06-02,05:41:00
U0387,profile_update,P005,206.14,2023-06-05,02:09:00
U0014,search,P021,974.24,2023-06-05,07:54:00
U0313,page_view,P001,929.3,2023-06-04,05:57:00
U0020,profile_update,P007,1610.78,2023-06-05,08:01:00
U0236,logout,P006,606.14,2023-06-02,03:03:00
U0339,add_to_cart,P021,2369.21,2023-06-01,20:03:00
U0299,add_to_cart,P013,1207.09,2023-06-05,09:48:00
U0010,search,P020,2751.06,2023-06-03,03:23:00
U0148,page_view,P009,1588.91,2023-06-04,03:28:00
U0075,page_view,P005,2418.76,2023-06-03,12:38:00
U0260,add_to_cart,P007,811.63,2023-06-02,17:37:00
U0305,wishlist_add,P008,830.57,2023-06-04,03:04:00
U0332,login,P003,925.7,2023-06-02,02:08:00
U0385,page_view,P002,1186.19,2023-06-04,09:57:00
U0183,wishlist_add,P006,2093.4,2023-06-04,18:26:00
U0261,login,P023,989.25,2023-06-03,07:58:00
U0359,logout,P016,1426.39,2023-06-02,06:16:00
U0206,profile_update,P009,1759.62,2023-06-01,15:41:00
U0210,profile_update,P007,2905.83,2023-06-03,17:25:00
U0031,login,P001,1534.47,2023-06-03,05:44:00
U0236,page_view,P005,1621.69,2023-06-05,06:33:00
U0113,profile_update,P015,717.14,2023-06-03,09:08:00
U0261,wishlist_add,P021,2272.97,2023-06-01,18:28:00
U0309,checkout,P013,2614.28,2023-06-01,19:15:00
U0260,profile_update,P026,307.93,2023-06-02,17:14:00
U0119,search,P025,2305.5,2023-06-02,16:50:00
U0009,search,P020,640.59,2023-06-06,12:01:00
U0051,profile_update,P023,1133.27,2023-06-03,22:54:00
U0048,logout,P016,2332.96,2023-06-02,13:23:00
U0276,add_to_cart,P026,399.21,2023-06-03,18:37:00
U0048,logout,P018,102.23,2023-06-02,17:49:00
U0377,checkout,P025,2821.12,2023-06-03,07:57:00
U0292,search,P019,1560.85,2023-06-01,23:13:00
U0212,search,P008,477.67,2023-06-06,13:54:00
