user_id,event_type,event_time,product_id,amount,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
U0241,checkout,2023-06-02 20:12,P010,,A,,580,C,13.73,10,A,,,A,20.88,691,B,,893,B,97.21,269,C,63.66,334,,38.8,,B,,152,B,15.69,912,A,,847,A,55.27,94,C,42.05,287,C,64.24,,,84.45,
U0293,wishlist_add,2023-06-05 07:53,P019,1781.13,,91.35,,B,,,A,,975,A,,913,,,148,,47.98,941,A,52.88,700,C,,480,C,,11,B,,900,C,12.39,226,A,,595,C,44.55,341,C,33.47,469,A,31.33,219
U0062,search,2023-06-05 21:06,P022,1077.87,B,84.6,977,A,30.37,171,C,35.7,263,B,15.26,,A,,,B,52.58,262,C,77.92,515,C,11.57,543,,18.42,,A,13.99,,C,25.57,646,,36.89,,,57.49,,A,71.29,689,C,97.56,988
U0045,wishlist_add,2023-06-04 00:08,P014,1902.2,C,,388,,27.83,,,74.17,811,,18.63,152,A,18.2,465,A,88.06,,,38.3,999,C,83.08,602,B,,961,C,88.68,175,B,49.77,645,C,67.08,138,,,892,C,48.73,512,A,99.08,
U0120,add_to_cart,2023-06-06 18:27,P007,1781.07,,72.05,,A,4.59,401,C,4.98,95,A,41.06,88,A,25.2,416,B,,8,B,84.33,,,73.99,576,A,10.38,324,,94.64,,,,179,C,23.25,858,B,49.9,,,48.49,439,C,9.32,
U0362,checkout,2023-06-03 15:26,P012,,A,17.96,446,B,46.62,751,A,5.55,396,C,18.14,90,,,682,C,40.2,726,A,18.82,372,B,28.58,699,B,74.94,,A,71.71,924,A,82.28,262,A,,581,B,89.63,,C,30.93,404,C,,289
U0040,login,2023-06-02 19:46,P017,,C,94.01,,B,97.04,,,32.88,93,A,,,A,53.99,945,A,,73,,47.62,642,A,,,C,91.06,275,B,,460,,,187,B,58.5,69,B,21.31,570,B,3.55,,B,77.84,666
U0242,profile_update,2023-06-06 03:10,P022,256.78,C,41.89,16,B,54.91,650,A,53.93,,B,,565,,57.83,27,B,66.78,,C,26.36,875,A,23.9,425,A,,269,A,46.31,834,,44.99,648,C,97.8,325,,,,B,,779,C,,
U0366,add_to_cart,2023-06-06 01:45,P029,,,81.92,289,C,,935,B,54.29,2,,56.62,782,,28.66,863,A,17.42,687,A,,728,B,93.93,244,C,80.07,443,,,,C,56.14,810,C,12.93,295,B,70.31,,A,,204,A,,
U0027,logout,2023-06-03 12:04,P003,975.29,,16.62,945,A,63.29,261,A,45.69,753,C,,479,B,,,C,93.37,275,C,51.46,,C,91.05,996,B,27.42,617,B,57.21,,B,,64,,51.13,,C,53.96,998,A,18.42,,C,,695
U0350,add_to_cart,2023-06-03 07:28,P002,,,,709,B,37.16,,A,40.39,136,B,,834,,0.77,591,C,33.99,,C,84.56,,B,,994,A,79.62,474,C,59.6,770,B,24.51,322,A,,84,B,,,A,,143,,,756
U0073,wishlist_add,2023-06-04 08:34,P026,,C,,,,,659,A,,925,B,68.93,127,,70.95,204,,76.81,126,,43.09,980,,45.19,672,A,6.76,276,C,14.06,274,B,73.22,809,A,,333,A,,,C,94.21,831,,57.69,232
U0039,search,2023-06-05 16:48,P003,,A,,17,A,,945,,4.61,62,A,20.44,,B,21.27,232,A,8.42,117,B,74.22,,A,,702,B,42.62,402,C,95.55,435,C,79.41,775,B,,763,A,69.86,629,C,90.89,476,,,230
U0329,profile_update,2023-06-04 08:06,P028,1526.79,,,,,,37,,,20,B,,190,A,35.58,421,A,,892,A,54.5,51,C,58.71,857,,95.14,,B,,124,B,,155,C,98.33,142,A,70.58,492,A,72.88,39,C,13.77,
U0208,wishlist_add,2023-06-04 22:00,P011,,,95.54,858,A,98.41,,C,77.17,992,A,,435,,1.21,491,A,95.22,218,C,,948,,85.5,412,,85.13,,B,,650,A,4.56,,C,50.44,314,A,46.74,769,A,56.9,,B,52.98,545
U0272,logout,2023-06-06 02:37,P006,,B,55.21,815,C,66.68,,,54.29,939,,,,C,92.22,769,C,,987,,71.91,853,B,58.95,604,A,57.37,562,C,18.64,330,A,,415,B,80.53,436,A,,139,,49.94,,,,0
U0262,checkout,2023-06-05 20:01,P025,,C,27.81,,,7.59,,C,92.6,497,A,21.72,202,,11.39,90,,43.59,,,85.29,650,C,,,B,90.01,989,A,,844,B,19.64,826,C,86.36,419,B,54.42,935,,,,A,92.5,
U0285,login,2023-06-05 14:27,P014,,,89.32,429,C,40.23,204,B,17.12,789,B,24.16,888,,13.71,946,,,299,,,,A,,,A,,755,B,97.11,615,A,5.48,484,A,,,A,99.56,,,11.91,282,C,2.2,
U0146,login,2023-06-02 20:17,P010,1136.96,B,,,C,7.34,,A,79.8,22,C,97.1,363,C,65.99,915,,42.38,328,,51.4,81,,,235,,63.21,,A,15.08,,A,,,C,,766,C,2.32,447,B,27.17,34,A,38.66,909
U0266,login,2023-06-01 11:23,P005,,C,25.84,,C,32.69,58,C,,890,B,65.01,923,,57.11,,A,61.82,280,A,52.36,77,C,50.49,,B,,76,A,28.57,108,C,64.56,,B,18.9,356,A,82.5,332,C,21.33,,C,,432
U0324,profile_update,2023-06-03 07:55,P020,,B,57.08,334,A,92.87,531,C,,437,,27.15,,B,12.96,488,B,,,B,29.17,,,32.03,,B,41.91,,,,,,59.36,906,B,16.17,,,,,,4.86,608,B,56.91,202
U0036,login,2023-06-04 19:06,P026,595.49,C,,80,B,70.88,981,,95.16,207,C,,904,A,,,C,22.2,,C,7.21,739,A,64.03,924,,,,,20.29,828,,27.9,79,,,519,A,54.35,163,C,,628,,57.88,
U0243,profile_update,2023-06-06 07:05,P020,1202.3,,13.62,,A,,319,C,90.42,284,B,87.28,451,C,30.59,465,A,73.62,799,C,,916,,0.99,203,A,,,,78.1,967,A,57.81,703,B,85.24,423,C,48.31,33,A,60.16,734,A,45.29,334
U0241,logout,2023-06-05 04:18,P004,1014.26,B,58.86,,B,76.23,,B,,511,A,98.07,978,A,80.08,166,C,25.83,294,,17.05,393,C,,409,C,36.38,,C,41.38,418,,44.04,183,B,,935,A,53.17,4,A,,465,B,17.74,
U0227,login,2023-06-06 01:25,P024,,,92.9,,A,,458,C,2.28,73,,76.56,,B,49.65,750,C,29.65,218,B,87.98,,C,68.44,867,C,13.58,,C,,444,B,40.79,,,0.39,607,A,,,,,149,A,,140
U0398,checkout,2023-06-05 01:14,P017,1613.16,C,85.98,396,,,202,,72.1,508,B,87.01,905,,13.26,432,,35.94,114,A,21.42,438,C,31.09,,,66.34,331,C,68.59,673,A,74.83,827,,,945,C,,,A,74.32,,,,368
U0377,add_to_cart,2023-06-06 17:11,P027,1028.03,,88.33,777,B,,957,,58.97,67,A,,647,,,,A,86.44,882,C,70.28,637,,44.07,345,C,30.42,,,,272,A,,495,C,84.86,865,A,,160,,20.59,787,C,,181
U0346,login,2023-06-04 11:29,P017,818.52,C,42.05,445,C,57.34,96,,8.59,,,13.41,,,84.96,221,B,,,,,,C,,,,,563,A,77.63,,,57.81,,,23.93,,A,,347,B,22.66,205,,76.05,253
U0388,checkout,2023-06-02 20:05,P009,,C,71.86,612,A,95.63,,,97.69,262,C,9.23,466,,42.91,,B,33.99,,A,48.99,640,B,39.54,,C,55.36,935,C,,549,B,64.5,643,A,5.31,16,,83.67,,B,,436,A,53.31,487
U0129,checkout,2023-06-02 17:38,P010,,C,90.85,597,B,61.94,309,A,60.42,258,C,,,,51.28,,A,90.31,512,B,35.5,370,,25.38,891,A,41.57,998,B,26.2,810,B,14.24,184,A,73.94,911,A,12.36,493,B,51.0,237,A,5.13,787
U0147,search,2023-06-03 02:25,P022,,B,72.72,,B,18.3,650,,3.95,375,A,,508,C,4.88,725,,21.72,340,B,94.95,319,B,91.36,782,C,95.3,,,15.68,817,,44.37,774,C,31.98,686,C,,697,B,22.38,167,C,,331
U0010,login,2023-06-03 12:54,P009,1391.61,A,,591,B,38.54,584,B,17.28,485,B,90.74,960,C,62.91,554,A,80.99,338,C,60.19,345,B,62.46,675,C,42.02,533,C,57.08,61,,21.96,418,A,33.28,,,46.52,357,B,85.07,375,C,42.6,
U0156,add_to_cart,2023-06-06 15:48,P027,2267.56,C,67.59,642,A,,765,,9.14,434,C,34.05,82,C,51.02,899,C,47.01,92,B,1.55,622,,,568,C,,,B,,364,B,31.1,,C,32.32,,B,,665,B,73.0,,B,,693
U0100,login,2023-06-06 02:04,P028,2056.05,C,27.1,237,B,,,A,23.77,,,31.06,933,A,37.41,515,,21.62,112,A,23.42,827,B,52.62,300,C,59.32,,A,69.33,708,B,37.44,980,C,,407,,10.22,510,C,46.03,,A,53.54,836
U0083,add_to_cart,2023-06-05 10:36,P023,,,83.82,,A,,477,B,57.04,419,B,65.59,943,,33.6,559,A,30.76,130,A,85.47,432,B,,,A,71.7,,,65.6,,,90.94,923,C,57.74,316,B,99.71,146,A,11.59,53,B,24.24,712
U0122,profile_update,2023-06-05 08:35,P027,2208.1,B,66.61,85,A,73.38,126,A,94.53,891,B,45.14,287,,55.26,186,C,73.09,965,A,64.64,297,C,5.54,749,C,88.73,,A,,441,A,94.35,,,,,A,84.45,,B,86.84,48,,,680
U0146,login,2023-06-06 12:14,P029,1589.38,B,54.4,,,,918,A,31.13,107,A,69.31,808,C,,148,C,96.85,20,B,2.11,555,A,,841,C,94.91,310,A,0.62,,A,,809,C,90.46,99,A,,,B,3.08,,C,,406
U0358,page_view,2023-06-03 16:20,P012,2773.7,A,24.66,,A,,,A,9.18,31,A,4.91,706,,31.43,962,B,,,A,78.83,377,,41.86,547,,84.85,709,B,82.74,514,A,49.09,427,B,46.8,60,A,46.22,668,A,,646,C,41.63,412
U0126,add_to_cart,2023-06-06 13:26,P001,2408.78,C,,,B,92.47,,B,3.3,626,B,22.59,900,C,15.92,84,C,6.05,790,C,4.17,,C,55.13,862,B,6.71,151,,,601,A,31.37,71,B,92.76,62,,24.6,89,,91.88,163,,41.26,690
U0374,add_to_cart,2023-06-04 01:16,P014,1410.06,A,87.41,520,B,,485,C,33.34,,A,34.19,702,C,14.39,559,A,89.3,125,A,14.58,,,69.13,137,C,,418,A,1.28,662,B,49.5,,,90.98,,C,32.73,789,C,36.38,356,C,29.74,337
U0317,search,2023-06-04 07:52,P029,,A,,730,,33.47,674,A,58.87,874,B,,,B,,671,B,31.01,301,C,83.9,715,,90.24,515,A,,530,A,82.64,701,,14.25,29,C,,469,,61.71,536,A,,901,B,60.58,218
U0352,login,2023-06-02 21:35,P009,,B,79.62,43,C,39.52,15,C,82.59,,A,17.46,54,C,13.0,,,3.96,663,C,88.38,431,C,67.37,290,C,18.59,984,,16.27,295,,43.78,756,B,37.22,366,B,48.85,,C,35.29,875,A,8.02,892
U0024,logout,2023-06-04 03:46,P011,850.03,,90.92,915,C,96.45,,A,86.54,104,C,54.3,801,C,57.97,419,C,,658,A,84.25,291,B,52.21,524,,,,A,6.1,637,C,44.51,,B,26.8,890,B,73.74,911,,91.58,631,A,,
U0252,login,2023-06-03 19:23,P016,2137.8,A,71.65,,C,81.72,882,C,81.87,600,C,14.52,631,,33.23,116,B,93.34,32,C,,644,B,5.67,,,,,B,21.21,900,C,47.47,,B,83.23,785,B,78.1,,C,,408,C,44.14,726
U0059,page_view,2023-06-03 23:11,P025,,,69.62,517,,84.38,583,A,93.8,887,A,57.27,120,A,23.69,1,A,71.4,27,A,76.45,437,,,74,B,87.33,319,A,46.09,895,B,,489,A,76.85,,C,,378,A,36.97,,B,,693
U0083,wishlist_add,2023-06-06 19:07,P002,,B,94.05,,C,,151,C,,,B,60.54,,,,253,B,,414,B,24.06,474,C,65.71,978,A,,520,C,,64,C,92.18,52,A,69.62,788,B,,,B,52.13,,C,,304
U0312,login,2023-06-04 07:40,P022,,,18.88,581,A,21.3,,B,34.75,265,,4.63,923,B,95.31,,,43.57,15,,,,C,75.02,,A,90.43,956,C,91.7,,C,52.73,,A,80.55,327,C,16.95,409,,62.41,255,,51.88,611
U0332,wishlist_add,2023-06-06 15:39,P006,1938.83,,9.52,606,B,42.7,437,C,,541,,26.2,257,,73.11,,C,,,C,20.11,633,B,80.55,266,B,18.42,486,,,998,A,15.23,539,A,72.3,,A,56.23,586,A,15.36,,C,87.46,
U0147,search,2023-06-03 21:59,P007,1275.7,C,83.92,930,A,20.73,179,B,50.23,304,C,,,C,85.31,,B,,,A,57.33,,B,67.6,495,B,99.01,,,,635,,90.17,,B,53.94,,C,95.21,370,C,97.85,589,B,83.13,857
U0285,search,2023-06-02 07:29,P021,724.18,C,89.05,968,C,33.96,817,B,52.2,456,,30.51,421,B,,925,,59.59,743,C,61.7,27,C,,,A,80.14,581,C,87.26,123,A,26.39,678,,59.7,,,98.55,,,71.97,,A,82.21,
U0122,wishlist_add,2023-06-01 20:46,P025,2356.49,,,,B,57.21,476,A,15.31,,B,35.97,464,,58.72,965,C,63.5,118,,,15,C,51.21,870,C,56.04,112,,37.74,78,B,,123,C,10.32,,,,629,B,40.85,56,B,70.04,190
U0256,login,2023-06-02 01:41,P013,2537.82,C,61.21,593,C,0.26,,B,,,C,7.99,,A,45.09,,,,967,A,,617,B,56.82,710,A,,791,,61.35,,A,86.84,744,A,51.02,,B,22.17,264,A,29.14,,C,,
U0165,checkout,2023-06-05 05:01,P008,,B,,449,A,,660,,54.95,,C,43.45,213,,77.17,,A,66.11,487,C,90.98,,,,853,,50.93,202,B,89.12,7,C,2.53,,A,20.66,,,17.52,629,C,,,B,,
U0345,wishlist_add,2023-06-03 07:15,P001,,A,,340,C,60.54,,,14.82,828,C,24.46,387,A,32.64,216,C,62.66,141,C,52.59,757,,,983,,,,C,92.96,,,7.08,,,90.61,,A,37.06,36,C,,608,B,,792
U0159,profile_update,2023-06-05 10:10,P027,1141.76,C,44.33,529,C,,,A,27.51,,,,,,,513,B,30.25,,B,3.15,599,B,63.85,,A,,,,42.85,,B,47.98,,C,15.15,,,28.67,,,,,A,24.01,922
U0150,wishlist_add,2023-06-03 05:19,P010,2283.39,A,,,C,52.74,273,,90.56,404,,92.83,,C,,717,A,55.85,27,C,93.83,305,B,,637,A,46.38,308,C,50.28,0,C,20.64,132,C,6.65,,C,67.83,,A,36.83,,,65.23,521
U0328,logout,2023-06-01 14:56,P012,2329.66,C,,223,,54.43,,A,92.54,742,A,61.39,79,B,87.3,,,,152,C,48.54,138,A,,290,B,,530,B,5.03,,A,,108,B,,844,B,36.01,,,94.25,636,,70.24,751
U0262,page_view,2023-06-04 18:16,P004,1787.47,,,42,,28.57,412,B,72.01,30,C,40.9,452,A,,,C,26.24,458,C,,,B,40.97,200,,,874,C,86.61,202,B,11.39,,,,789,,5.71,477,A,48.59,,A,84.19,231
U0138,checkout,2023-06-04 04:33,P010,330.57,,,100,A,5.1,855,,14.49,888,A,72.75,816,B,,,A,,76,,,,A,,,C,41.52,639,B,,336,C,87.3,453,A,27.17,159,,,192,A,89.59,884,C,22.54,7
U0012,login,2023-06-01 12:21,P020,2448.64,B,,233,C,59.64,955,B,14.34,348,B,34.32,475,A,,277,,6.88,602,,11.72,,A,,543,B,,,B,37.93,942,,47.5,,B,,112,B,,418,,18.26,933,,94.2,
U0380,checkout,2023-06-02 17:49,P021,,A,45.17,651,B,40.2,716,A,42.85,297,C,,,A,29.43,35,A,93.71,447,A,,28,C,,,,3.65,50,,,459,,23.6,206,A,34.63,282,,41.06,879,C,,,,87.28,414
U0161,profile_update,2023-06-03 22:00,P002,2346.95,C,18.76,331,C,1.3,311,A,,,C,0.8,,B,,332,,20.58,3,,81.2,42,A,16.53,14,B,48.39,956,C,88.67,,B,,684,,65.19,342,A,7.79,,A,40.51,354,B,32.88,77
U0093,add_to_cart,2023-06-02 23:44,P019,,A,,358,B,18.69,,B,57.13,555,B,,635,C,85.04,37,B,,667,,,586,C,81.39,159,C,24.59,15,B,29.48,,B,,727,A,47.29,971,B,,67,B,0.25,,,92.39,
U0200,logout,2023-06-04 06:28,P022,,A,92.6,550,C,6.49,792,C,,822,,2.35,209,A,,,A,70.66,,A,,622,,,310,,93.84,47,,23.23,,A,,690,,,541,B,95.01,888,A,,326,C,36.65,823
U0299,search,2023-06-03 15:32,P005,,,,110,C,,885,,,889,A,87.82,665,,35.55,,B,38.71,612,A,46.38,587,B,73.06,898,,4.8,72,,,294,C,74.29,54,,93.44,489,,4.08,841,,,238,,30.01,239
U0356,search,2023-06-03 21:55,P028,1199.35,C,17.33,682,,,695,A,35.36,474,B,,455,A,,,C,,,B,,,A,56.7,670,A,20.59,12,,,,A,72.77,576,C,76.6,558,C,21.46,371,,,,B,34.19,
U0166,add_to_cart,2023-06-02 20:46,P008,,A,65.8,928,,55.08,577,,87.67,34,A,61.93,,A,67.82,800,A,65.37,973,A,51.82,197,A,,67,B,99.95,,A,,757,B,2.24,671,,3.2,,A,70.34,182,B,48.27,,A,,945
U0141,checkout,2023-06-05 11:32,P010,1952.09,,52.79,,A,11.37,123,B,23.95,527,,59.71,852,B,,,A,,159,B,41.04,544,,,,C,69.12,996,B,76.63,305,A,58.55,,B,44.63,863,A,54.55,,B,,459,C,55.59,819
U0097,search,2023-06-02 12:42,P014,,B,13.07,,C,18.84,823,,23.76,176,C,,299,B,66.7,450,C,,,C,46.32,801,B,,764,C,21.56,,B,31.61,653,B,57.3,,B,64.87,957,,72.73,,,18.85,,,,
U0345,profile_update,2023-06-06 02:48,P019,,C,39.77,561,C,52.27,563,B,,,B,96.36,616,A,63.37,,,27.71,872,B,70.88,643,,,267,C,10.74,,,,833,A,,944,B,59.53,,,15.38,620,,52.76,771,,,
U0010,profile_update,2023-06-01 14:13,P011,,B,,,B,,153,,53.97,383,A,,765,A,37.63,407,C,9.38,64,C,50.32,,A,40.56,437,B,28.58,698,C,,213,A,84.21,325,A,89.46,,A,,,,,290,B,57.27,752
U0241,page_view,2023-06-04 14:46,P014,,A,53.69,813,B,34.06,473,B,24.72,423,B,16.74,883,,7.16,,C,,626,C,37.05,31,,37.67,529,C,76.04,600,B,48.94,,B,66.08,336,B,,546,A,,,A,40.89,631,C,58.36,569
U0331,search,2023-06-06 19:37,P028,,,,,,,,B,50.29,160,,77.47,847,A,35.94,,C,,556,B,,,A,99.27,636,A,32.09,493,,4.92,,B,,651,,,558,B,16.49,199,A,,392,A,,77
U0397,wishlist_add,2023-06-06 02:18,P024,,,25.92,761,A,,909,A,29.06,576,C,84.5,983,B,,,A,39.14,100,A,53.34,,,81.18,,A,18.83,494,,80.95,390,,59.42,,A,,724,B,35.57,,C,69.67,75,A,1.14,
U0350,wishlist_add,2023-06-03 03:00,P019,777.24,B,16.16,46,C,,800,C,,521,C,71.11,757,A,6.58,163,C,,974,A,45.15,541,,,,A,43.56,,,25.63,8,C,40.23,995,,49.87,651,,,,C,78.07,898,B,,975
U0296,add_to_cart,2023-06-05 05:20,P028,,B,85.41,,C,99.13,36,C,,473,C,92.67,947,A,,,A,94.91,656,C,54.42,989,B,,,C,23.64,77,A,85.63,,,65.64,,A,63.1,690,C,96.21,607,,66.53,757,C,,
U0035,profile_update,2023-06-06 18:55,P020,2085.12,A,,827,,,,B,30.89,884,,80.48,100,,,666,C,11.86,193,,,161,B,66.38,,B,96.8,492,A,4.19,590,A,46.8,,,32.55,653,A,,949,,26.72,484,,67.6,20
U0336,profile_update,2023-06-04 03:33,P018,1389.04,A,27.38,,B,,296,B,85.6,29,A,82.28,575,A,,617,C,32.35,,A,35.64,411,,56.73,196,,97.02,11,B,55.33,638,A,7.4,750,C,53.79,,,25.64,185,A,,,B,,885
U0219,checkout,2023-06-04 23:13,P011,808.5,A,47.15,975,,14.21,398,B,29.71,,,,,,,921,A,70.7,624,B,1.27,220,,68.44,82,C,80.05,5,B,69.6,942,C,44.87,,C,,,A,,,,94.98,,A,61.3,
U0355,add_to_cart,2023-06-03 07:31,P021,1704.58,,,,A,80.33,,C,9.61,422,A,33.66,,B,,,B,,284,B,70.81,,A,41.7,975,,23.43,,C,63.36,409,,88.24,250,B,77.83,512,,93.43,,C,,,B,63.52,425
U0288,profile_update,2023-06-06 05:11,P009,330.5,B,,539,A,13.76,106,C,,,B,92.81,,,99.22,,A,97.29,360,C,,,,73.96,,A,36.34,349,B,,877,B,,,C,8.27,708,C,76.03,248,C,71.97,,A,59.24,516
U0204,search,2023-06-06 17:03,P021,,A,60.53,340,C,40.37,993,B,79.38,905,,,,C,44.04,222,B,48.45,,C,82.96,492,B,12.87,187,,88.67,,C,19.85,773,C,4.52,149,B,,630,,97.01,929,B,64.4,,A,51.73,788
U0276,checkout,2023-06-04 16:19,P012,,B,38.36,687,C,46.12,838,C,9.91,688,A,26.08,77,B,,,B,73.1,981,C,99.97,,A,30.59,348,A,38.14,32,,,,,45.52,475,,42.64,,A,71.06,953,C,80.97,439,A,46.81,52
U0224,profile_update,2023-06-04 15:12,P007,,B,,,B,,256,C,43.26,574,A,,,,17.33,77,A,,667,B,70.39,183,B,,145,,,24,A,51.0,,B,51.98,,B,,68,B,44.72,322,C,39.09,602,A,17.86,
U0216,logout,2023-06-02 04:09,P004,,A,51.98,999,A,,138,C,36.68,818,,,858,C,34.31,117,B,,262,C,17.95,,B,30.69,168,,,254,B,60.65,,A,,619,,48.54,,A,20.15,,,,536,A,54.15,570
U0323,login,2023-06-04 09:02,P029,,C,69.78,475,A,76.63,435,B,,892,B,76.88,991,A,71.11,542,,11.41,,A,26.41,197,A,69.55,,A,86.18,789,A,42.32,777,B,,,,,,B,14.21,801,B,,665,,15.65,602
U0271,wishlist_add,2023-06-03 15:46,P026,2543.19,A,99.96,,A,20.42,105,A,89.37,,,,989,C,93.15,622,C,66.95,,,27.13,599,C,72.13,93,C,29.09,,,15.99,,A,28.44,563,A,45.23,449,C,60.74,985,,81.46,282,C,10.97,262
U0082,search,2023-06-06 02:15,P027,2922.77,A,80.64,281,A,,,A,16.33,396,B,,578,A,83.29,,C,59.39,,,31.85,463,,55.81,976,C,22.07,523,B,30.73,234,B,,,C,,441,C,,277,,16.2,,,74.02,48
U0309,wishlist_add,2023-06-03 11:40,P028,,,3.16,520,C,61.82,651,B,,,B,,576,B,,705,,63.46,982,A,98.94,97,,49.59,482,C,16.81,89,A,,,C,49.15,,C,72.34,984,,58.52,838,,31.75,,,,
U0231,wishlist_add,2023-06-06 07:03,P013,,B,62.64,593,B,,616,C,5.04,,C,,,B,,,B,57.13,654,,63.22,,B,5.72,840,,88.0,935,A,59.15,112,B,,,C,4.63,939,,85.63,682,C,43.95,430,A,,24
U0222,profile_update,2023-06-03 09:25,P007,,,70.12,102,B,8.77,,,10.78,927,A,,714,A,13.29,,B,,830,C,,122,A,17.02,827,C,,264,B,62.7,444,C,98.38,,C,73.01,541,C,,647,C,75.48,177,B,55.89,147
U0019,wishlist_add,2023-06-03 05:20,P013,,C,60.5,811,,,69,,81.58,539,B,,,,,874,A,51.07,,A,,895,B,,943,C,,,,,493,B,5.32,,B,,,,,894,A,75.02,,,54.34,40
U0113,page_view,2023-06-06 08:21,P003,,A,77.51,557,B,,676,B,10.15,398,A,79.83,783,C,73.58,,A,29.25,664,C,41.18,,A,,183,,93.62,133,A,72.53,116,C,,995,,,,B,14.96,812,,12.28,,A,83.64,408
U0189,checkout,2023-06-06 18:07,P009,,B,88.17,233,C,99.73,54,B,2.88,478,,19.46,,B,18.45,411,B,63.87,,C,63.82,651,A,87.99,,,74.36,,B,74.12,205,C,62.12,218,A,,505,B,91.95,,B,79.15,271,A,49.09,
U0211,login,2023-06-04 10:53,P007,,,,529,,76.89,817,C,92.11,,C,,,A,76.48,501,B,,,,0.09,783,A,18.75,,B,,889,B,18.45,,C,11.63,299,B,,605,,,,,32.71,265,B,24.47,942
U0146,search,2023-06-02 22:16,P023,2718.6,,7.65,311,B,94.54,,,85.64,884,A,66.37,345,A,,675,,,442,C,8.6,,,1.39,192,C,84.25,99,B,1.69,,A,13.38,,C,,795,,85.1,,,24.59,,A,81.73,
U0230,add_to_cart,2023-06-03 23:52,P021,166.11,C,65.25,555,B,,499,,15.06,634,A,53.5,926,B,,,B,19.26,147,B,9.3,610,A,28.9,159,A,42.18,311,B,71.51,520,B,93.96,601,C,65.35,361,A,,705,B,33.27,630,,27.04,691
U0391,add_to_cart,2023-06-02 08:07,P030,379.89,C,36.63,994,C,22.23,839,,54.25,,B,74.1,,,89.91,758,A,,131,,15.78,206,A,,738,A,42.45,538,A,,,,,,,16.68,243,,79.44,500,A,,303,C,27.86,535
U0214,logout,2023-06-01 22:37,P028,,B,78.8,,,96.78,493,C,63.66,809,C,49.62,,,17.83,337,,59.6,,A,45.98,725,B,98.15,700,C,99.2,615,B,43.25,392,A,47.07,,,94.55,,B,6.93,609,A,27.31,,A,42.21,
U0393,profile_update,2023-06-01 20:11,P003,,B,,733,A,,,C,48.2,281,,,301,C,93.79,136,A,49.06,,C,9.92,67,A,,360,,36.77,,B,90.7,957,,2.56,581,B,,747,B,,,C,42.01,,C,,888
U0307,wishlist_add,2023-06-05 14:10,P013,1866.94,,39.4,,A,44.23,135,B,3.14,209,A,,,C,,869,B,27.2,285,A,99.09,922,C,,185,,65.74,,C,67.29,,B,,,C,96.84,10,B,57.76,,,61.0,604,C,55.92,
U0161,logout,2023-06-05 05:27,P026,2552.03,,,17,B,,480,B,79.33,995,C,,990,A,42.76,993,B,73.96,245,,47.94,329,,35.71,425,C,4.96,,,7.1,456,A,37.78,428,A,21.59,,B,,,C,,693,A,53.72,628
U0345,profile_update,2023-06-05 20:44,P004,,B,61.75,,C,70.51,753,B,67.06,191,,38.72,818,B,70.02,648,,35.31,780,,,997,,,,C,10.16,708,B,,,,39.96,625,A,,,B,,555,A,14.77,707,A,,559
U0203,checkout,2023-06-06 15:23,P020,239.81,C,78.35,93,,44.4,,B,8.28,,C,9.72,599,A,,735,,96.49,379,,90.97,394,C,10.87,,C,60.87,150,B,,176,B,69.52,,C,,,B,31.82,,A,30.65,,A,66.18,467
U0094,checkout,2023-06-04 18:44,P004,,C,93.42,755,A,15.7,,,18.92,834,A,6.72,966,B,34.03,329,,10.75,774,,,9,A,,882,A,8.04,31,,,624,A,,939,,,,B,20.85,464,,73.81,869,,,
U0262,page_view,2023-06-03 07:33,P027,,,98.4,,A,,633,B,18.65,349,,,696,,,3,B,,358,,89.88,735,,59.2,,A,69.9,570,B,,333,,,,A,,229,,28.7,606,C,50.39,516,B,93.21,
U0120,add_to_cart,2023-06-03 02:18,P020,,A,91.4,412,B,17.5,55,B,31.02,609,A,4.28,,B,95.51,231,C,,,C,2.37,,,,423,A,,841,C,25.56,799,C,,245,A,34.94,317,B,,772,,4.38,946,A,27.69,
U0337,profile_update,2023-06-01 23:30,P013,1834.59,A,,655,C,60.63,834,C,,32,B,,562,B,49.71,205,,53.61,,C,77.93,,,88.33,,A,68.88,,C,,,A,49.1,554,A,67.49,386,A,71.84,561,A,,,,62.63,
U0336,login,2023-06-02 16:42,P027,117.43,A,,958,B,,648,,82.8,782,C,50.19,683,B,,606,A,,803,B,29.61,,,83.78,968,A,35.41,904,A,,,C,65.85,936,C,72.01,838,B,52.46,,B,83.71,104,A,,92
U0089,search,2023-06-03 00:30,P009,,C,16.85,993,,,587,B,33.52,240,C,37.3,,B,,89,C,76.06,450,B,83.8,441,B,,533,A,72.69,,A,52.07,187,B,,842,C,,,C,,,C,96.01,979,B,0.89,
U0038,search,2023-06-03 04:45,P008,1533.73,,62.25,765,,29.74,562,B,63.28,218,A,44.3,549,,54.88,358,C,70.45,,A,71.26,,A,,630,A,,,C,,708,,46.45,979,C,,,B,23.93,807,,4.64,,,64.22,800
