user_id,event_type,event_time,product_id,amount
U0128,page_view,2023-06-05 02:22,P014,1670.62
U0278,search,2023-06-04 20:04,P021,1011.1
U0081,wishlist_add,2023-06-03 02:51,P026,398.75
U0232,logout,2023-06-01 19:22,P013,2743.59
U0132,wishlist_add,2023-06-02 03:24,P013,1820.4
U0098,add_to_cart,2023-06-04 02:50,P027,223.63
U0317,logout,2023-06-03 02:39,P019,876.79
U0092,wishlist_add,2023-06-05 23:56,P027,2411.61
U0275,logout,2023-06-04 06:04,P014,1347.97
U0281,logout,2023-06-05 13:02,P001,1003.65
U0030,logout,2023-06-06 19:34,P022,906.44
U0114,profile_update,2023-06-03 21:35,P005,2196.32
U0194,search,2023-06-01 20:54,P007,2777.57
U0305,wishlist_add,2023-06-03 20:11,P006,368.42
U0243,add_to_cart,2023-06-06 08:54,P020,402.91
U0315,checkout,2023-06-02 16:36,P005,2021.23
U0292,checkout,2023-06-03 04:38,P017,1207.6
U0195,page_view,2023-06-05 14:05,P015,2185.6
U0111,logout,2023-06-05 17:33,P028,2054.28
U0207,profile_update,2023-06-05 04:57,P003,593.27
U0215,wishlist_add,2023-06-04 09:25,P015,1944.12
U0207,add_to_cart,2023-06-06 05:33,P010,1031.94
U0392,logout,2023-06-05 22:30,P022,2580.84
U0068,login,2023-06-06 13:15,P010,1247.75
U0298,add_to_cart,2023-06-05 18:43,P020,2928.89
U0074,profile_update,2023-06-05 12:48,P003,1470.82
U0372,wishlist_add,2023-06-01 12:47,P027,2427.35
U0186,page_view,2023-06-03 17:04,P023,1858.0
U0076,profile_update,2023-06-06 13:05,P021,1473.92
U0222,login,2023-06-03 05:59,P003,602.12
U0243,profile_update,2023-06-06 11:08,P006,2994.65
U0038,search,2023-06-03 15:19,P030,1080.93
U0106,checkout,2023-06-01 14:55,P004,748.52
U0321,profile_update,2023-06-03 18:37,P008,1212.53
U0317,page_view,2023-06-02 08:08,P018,1580.27
U0376,add_to_cart,2023-06-04 15:48,P019,2925.51
U0216,search,2023-06-01 17:38,P014,2993.67
U0200,checkout,2023-06-01 20:14,P021,2299.88
U0355,search,2023-06-06 13:59,P022,2222.99
U0155,logout,2023-06-03 14:19,P022,515.32
U0152,search,2023-06-02 05:54,P023,2346.28
U0214,page_view,2023-06-05 12:57,P010,1723.9
U0308,checkout,2023-06-04 09:07,P014,1737.31
U0046,profile_update,2023-06-03 19:35,P019,2390.05
U0087,profile_update,2023-06-06 12:02,P006,2911.01
U0125,login,2023-06-04 06:35,P011,493.32
U0128,checkout,2023-06-04 06:36,P024,876.93
U0289,page_view,2023-06-05 19:57,P017,2919.08
U0040,login,2023-06-04 15:34,P003,2217.16
U0010,profile_update,2023-06-05 23:11,P009,2812.23
U0383,profile_update,2023-06-01 22:14,P030,2912.04
U0372,wishlist_add,2023-06-01 20:22,P015,984.18
U0200,search,2023-06-06 08:15,P015,2174.57
U0358,checkout,2023-06-03 19:48,P016,2844.49
U0111,login,2023-06-03 20:57,P017,1467.93
U0014,search,2023-06-02 18:01,P015,2535.34
U0282,login,2023-06-03 07:34,P017,1902.84
U0132,page_view,2023-06-04 07:25,P024,103.35
U0039,wishlist_add,2023-06-03 05:34,P003,1791.99
U0277,profile_update,2023-06-04 21:48,P002,352.21
U0383,add_to_cart,2023-06-06 03:53,P011,2181.61
U0167,page_view,2023-06-02 08:08,P025,1532.03
U0087,login,2023-06-06 14:31,P008,951.32
U0122,checkout,2023-06-04 12:20,P030,1162.42
U0186,page_view,2023-06-03 21:53,P022,1979.66
U0114,page_view,2023-06-03 10:53,P008,2625.13
U0183,search,2023-06-03 06:47,P020,294.34
U0183,page_view,2023-06-02 18:17,P019,2796.63
U0158,page_view,2023-06-03 11:12,P027,487.48
U0078,add_to_cart,2023-06-05 00:23,P020,2931.22
U0282,add_to_cart,2023-06-05 14:04,P023,2115.55
U0203,checkout,2023-06-06 03:15,P027,2031.44
U0017,page_view,2023-06-06 02:46,P014,2116.41
U0236,page_view,2023-06-03 16:13,P027,2843.25
U0283,profile_update,2023-06-06 07:53,P004,2727.75
U0222,add_to_cart,2023-06-05 20:20,P008,1614.3
U0354,page_view,2023-06-04 19:11,P021,954.68
U0122,page_view,2023-06-04 04:35,P005,1808.91
U0241,wishlist_add,2023-06-06 18:15,P008,2817.48
U0010,search,2023-06-03 11:48,P026,476.46
U0202,login,2023-06-05 10:50,P018,402.4
U0077,checkout,2023-06-06 01:49,P018,315.52
U0277,page_view,2023-06-02 14:09,P003,2504.34
U0056,logout,2023-06-01 17:39,P011,1239.26
U0026,logout,2023-06-05 01:16,P030,2504.75
U0247,logout,2023-06-04 14:56,P010,2170.79
U0160,login,2023-06-03 10:54,P026,2595.28
U0275,login,2023-06-02 19:03,P009,2427.84
U0102,wishlist_add,2023-06-01 12:21,P002,2384.84
U0392,checkout,2023-06-05 20:35,P021,531.23
U0049,logout,2023-06-04 08:45,P011,2141.08
U0018,wishlist_add,2023-06-04 07:28,P011,1921.51
U0187,checkout,2023-06-03 03:00,P016,810.87
U0016,login,2023-06-03 14:51,P027,906.7
U0259,profile_update,2023-06-01 09:02,P024,795.7
U0239,wishlist_add,2023-06-02 17:31,P010,743.78
U0141,page_view,2023-06-05 00:46,P029,1037.69
U0165,profile_update,2023-06-04 02:11,P023,263.81
U0055,login,2023-06-05 06:28,P019,699.35
U0124,checkout,2023-06-01 19:47,P010,426.66
U0123,search,2023-06-04 02:51,P012,2919.7
U0362,login,2023-06-02 13:55,P022,2931.91
U0033,login,2023-06-02 03:53,P023,642.25
U0049,checkout,2023-06-05 13:40,P030,1105.33
U0241,wishlist_add,2023-06-06 14:55,P009,425.5
U0099,profile_update,2023-06-02 02:25,P024,2334.22
U0177,add_to_cart,2023-06-01 21:14,P019,2202.38
U0037,add_to_cart,2023-06-04 16:39,P009,783.3
U0241,search,2023-06-05 20:29,P022,2356.69
U0023,profile_update,2023-06-01 11:54,P020,1403.1
U0172,login,2023-06-06 12:26,P029,2153.01
U0286,login,2023-06-06 09:48,P023,1672.71
U0380,checkout,2023-06-03 07:12,P015,905.4
U0347,login,2023-06-02 13:49,P011,2498.53
U0246,profile_update,2023-06-04 07:49,P012,673.26
U0284,profile_update,2023-06-03 17:36,P005,1920.1
U0291,wishlist_add,2023-06-03 19:00,P004,192.68
U0034,checkout,2023-06-04 02:44,P025,2387.37
U0061,wishlist_add,2023-06-02 02:09,P008,124.93
U0124,search,2023-06-03 05:05,P030,2181.45
U0389,logout,2023-06-05 06:07,P010,2028.63
U0154,search,2023-06-06 07:03,P027,2480.12
U0203,profile_update,2023-06-02 01:29,P004,2959.88
U0162,add_to_cart,2023-06-03 02:02,P013,267.61
U0115,add_to_cart,2023-06-02 21:50,P024,1728.67
U0331,page_view,2023-06-03 05:33,P015,1404.59
U0358,login,2023-06-04 10:11,P003,883.0
U0033,checkout,2023-06-03 02:32,P004,150.67
U0197,login,2023-06-04 13:40,P026,2160.94
U0325,login,2023-06-03 07:49,P002,1903.59
U0101,add_to_cart,2023-06-03 14:57,P016,2965.77
U0387,logout,2023-06-04 02:34,P028,827.2
U0255,checkout,2023-06-06 12:43,P005,934.18
U0207,checkout,2023-06-01 16:40,P024,1329.61
U0098,add_to_cart,2023-06-05 05:57,P005,100.19
U0300,profile_update,2023-06-05 20:03,P009,2097.23
U0006,wishlist_add,2023-06-06 08:52,P020,1155.58
U0286,profile_update,2023-06-06 03:18,P024,2235.94
U0260,profile_update,2023-06-05 06:12,P009,2763.42
U0112,logout,2023-06-04 13:10,P018,1703.63
U0072,wishlist_add,2023-06-02 12:58,P004,684.69
U0343,profile_update,2023-06-03 07:03,P028,2464.51
U0309,checkout,2023-06-02 16:43,P030,2320.72
U0250,page_view,2023-06-03 01:13,P020,1277.97
U0141,page_view,2023-06-04 11:26,P017,1638.06
U0089,profile_update,2023-06-01 11:54,P009,1071.66
U0031,profile_update,2023-06-02 09:02,P011,2218.57
U0400,search,2023-06-01 15:07,P010,2834.25
U0156,checkout,2023-06-05 15:01,P024,1033.82
U0160,wishlist_add,2023-06-04 08:33,P001,360.21
U0371,wishlist_add,2023-06-03 09:51,P003,1239.45
U0080,search,2023-06-05 04:39,P005,957.39
U0359,add_to_cart,2023-06-05 03:18,P015,2593.36
U0336,add_to_cart,2023-06-03 15:01,P015,1173.76
U0025,checkout,2023-06-03 21:29,P029,1891.32
U0271,checkout,2023-06-05 02:29,P004,1497.62
U0210,page_view,2023-06-01 22:34,P003,2751.5
U0051,add_to_cart,2023-06-03 09:37,P027,1243.11
U0392,page_view,2023-06-04 22:44,P013,1221.88
U0182,page_view,2023-06-03 14:28,P012,2107.12
U0072,add_to_cart,2023-06-04 01:38,P005,1004.24
U0125,search,2023-06-02 16:37,P004,2685.64
U0293,search,2023-06-01 09:42,P015,788.48
U0302,wishlist_add,2023-06-03 11:56,P012,1092.55
U0051,logout,2023-06-05 13:41,P011,1988.99
U0096,wishlist_add,2023-06-04 03:04,P006,2954.48
U0205,search,2023-06-03 16:14,P012,939.07
U0233,page_view,2023-06-04 21:12,P013,857.83
U0265,search,2023-06-05 12:08,P005,1435.66
U0331,wishlist_add,2023-06-02 10:05,P004,1497.24
U0200,logout,2023-06-01 13:06,P010,153.21
U0266,logout,2023-06-03 06:30,P012,1740.46
U0109,page_view,2023-06-01 22:58,P005,2996.21
U0055,profile_update,2023-06-04 15:15,P017,2181.47
U0354,wishlist_add,2023-06-03 22:15,P020,2872.66
U0319,profile_update,2023-06-02 15:40,P004,1814.3
U0302,page_view,2023-06-05 19:43,P011,1486.78
U0080,logout,2023-06-06 15:11,P008,345.91
U0220,search,2023-06-05 08:29,P030,432.42
U0302,logout,2023-06-05 21:33,P026,1163.57
U0324,wishlist_add,2023-06-04 06:55,P017,2504.13
U0282,wishlist_add,2023-06-01 08:02,P015,2850.98
U0322,wishlist_add,2023-06-03 16:38,P020,823.64
U0053,add_to_cart,2023-06-02 23:44,P027,1826.71
U0204,checkout,2023-06-03 16:29,P030,2361.96
U0190,page_view,2023-06-05 00:47,P013,2711.43
U0151,add_to_cart,2023-06-04 08:25,P029,2143.31
U0353,checkout,2023-06-03 04:57,P016,987.46
U0252,login,2023-06-06 12:57,P019,1960.38
U0098,wishlist_add,2023-06-04 21:09,P027,329.59
U0014,checkout,2023-06-03 11:49,P010,2775.84
U0177,page_view,2023-06-04 21:32,P009,2647.63
U0007,profile_update,2023-06-01 22:41,P001,2132.21
U0032,page_view,2023-06-06 05:05,P025,668.94
U0222,profile_update,2023-06-03 19:39,P025,2949.17
U0224,login,2023-06-04 05:25,P024,1457.54
U0123,login,2023-06-01 19:15,P013,1118.91
U0185,search,2023-06-02 18:55,P004,1770.94
U0299,profile_update,2023-06-06 04:43,P008,1855.06
U0240,checkout,2023-06-02 06:34,P018,1214.68
U0335,profile_update,2023-06-03 13:11,P017,1863.87
U0126,search,2023-06-04 13:44,P021,128.28
U0202,add_to_cart,2023-06-01 18:43,P015,581.28
U0384,login,2023-06-02 21:14,P017,1311.35
U0350,wishlist_add,2023-06-03 14:48,P014,1284.93
U0026,add_to_cart,2023-06-05 10:12,P022,2757.26
U0347,page_view,2023-06-06 17:10,P010,1805.2
U0014,logout,2023-06-04 12:02,P013,148.55
U0340,profile_update,2023-06-01 14:39,P023,1578.64
U0089,profile_update,2023-06-05 02:38,P020,1787.22
U0092,add_to_cart,2023-06-06 08:43,P011,675.81
U0390,search,2023-06-02 19:18,P020,1830.17
U0044,logout,2023-06-01 08:22,P003,2436.53
U0293,profile_update,2023-06-04 01:45,P008,2833.35
U0365,login,2023-06-06 18:37,P027,2954.55
U0050,login,2023-06-05 08:18,P018,2686.94
U0084,login,2023-06-02 02:03,P027,142.36
U0136,add_to_cart,2023-06-05 17:57,P027,1111.3
U0250,wishlist_add,2023-06-05 06:50,P020,663.1
U0309,logout,2023-06-03 22:52,P012,2755.97
U0280,login,2023-06-04 12:35,P025,1119.56
U0323,page_view,2023-06-03 15:20,P016,1429.37
U0097,logout,2023-06-05 11:43,P020,577.91
U0279,login,2023-06-06 06:10,P021,1358.86
U0101,add_to_cart,2023-06-03 20:43,P010,1581.19
U0375,login,2023-06-02 11:10,P022,1960.18
U0122,login,2023-06-05 17:41,P003,421.58
U0111,login,2023-06-05 18:58,P017,998.96
U0009,login,2023-06-01 22:51,P009,2148.32
U0266,page_view,2023-06-02 07:27,P021,2339.74
U0182,search,2023-06-04 02:38,P020,2592.52
U0069,logout,2023-06-01 11:46,P025,858.42
U0007,login,2023-06-01 15:44,P002,711.38
U0353,login,2023-06-03 19:26,P027,2693.1
U0253,add_to_cart,2023-06-04 10:00,P017,2959.58
U0262,logout,2023-06-03 23:46,P025,713.64
U0154,logout,2023-06-03 21:47,P024,1534.3
U0132,checkout,2023-06-05 11:41,P021,338.4
U0353,login,2023-06-04 02:02,P005,1970.54
U0111,logout,2023-06-04 00:32,P029,1611.91
U0185,page_view,2023-06-05 12:49,P015,1870.58
U0138,page_view,2023-06-03 10:36,P014,495.83
U0152,checkout,2023-06-05 06:36,P025,2718.3
U0321,logout,2023-06-01 10:53,P029,1316.03
U0132,wishlist_add,2023-06-03 13:17,P025,1829.58
U0236,wishlist_add,2023-06-04 11:11,P024,2608.05
U0107,wishlist_add,2023-06-01 12:15,P020,1513.26
U0200,search,2023-06-02 04:11,P006,324.59
U0226,profile_update,2023-06-04 20:09,P020,710.34
U0311,page_view,2023-06-04 01:31,P014,2573.16
U0279,wishlist_add,2023-06-06 11:00,P012,2859.15
U0182,login,2023-06-04 02:48,P007,1473.12
U0197,logout,2023-06-05 18:19,P006,290.38
U0031,wishlist_add,2023-06-04 20:41,P009,332.54
U0046,search,2023-06-04 16:43,P013,1816.67
U0020,wishlist_add,2023-06-06 13:24,P018,1179.94
U0067,wishlist_add,2023-06-05 12:38,P019,1929.77
U0184,add_to_cart,2023-06-03 15:17,P008,2978.52
U0293,profile_update,2023-06-01 08:06,P028,2973.88
U0327,checkout,2023-06-05 21:44,P009,2952.07
U0326,login,2023-06-05 20:50,P021,1435.73
U0174,search,2023-06-03 09:26,P009,576.21
U0125,logout,2023-06-03 08:58,P025,649.87
U0393,profile_update,2023-06-04 07:46,P018,1878.61
U0212,wishlist_add,2023-06-03 21:57,P011,2787.43
U0058,logout,2023-06-01 21:37,P024,2633.13
U0295,logout,2023-06-02 22:49,P030,895.01
U0068,wishlist_add,2023-06-05 03:41,P012,536.92
U0288,wishlist_add,2023-06-04 06:23,P026,1241.08
U0195,checkout,2023-06-05 03:25,P003,2683.28
U0169,wishlist_add,2023-06-05 00:47,P012,2726.98
U0312,login,2023-06-02 19:30,P022,1962.27
U0106,logout,2023-06-05 05:22,P028,2503.33
U0004,add_to_cart,2023-06-03 11:36,P013,1945.57
U0188,search,2023-06-02 11:09,P018,2335.66
U0266,page_view,2023-06-05 22:06,P005,2845.95
U0350,search,2023-06-02 22:21,P007,862.11
U0396,search,2023-06-06 17:18,P021,2245.7
U0174,page_view,2023-06-03 00:04,P027,1858.75
U0310,checkout,2023-06-03 10:21,P028,1472.06
U0126,search,2023-06-02 14:48,P018,1131.53
U0041,add_to_cart,2023-06-04 04:09,P019,1062.97
U0361,profile_update,2023-06-03 18:41,P018,946.23
U0043,wishlist_add,2023-06-02 14:01,P030,611.57
U0323,search,2023-06-03 11:58,P016,533.77
U0265,checkout,2023-06-06 16:22,P025,354.47
U0318,login,2023-06-04 22:59,P012,2452.52
U0400,logout,2023-06-01 23:11,P004,1261.64
U0198,checkout,2023-06-02 06:06,P010,229.86
U0316,logout,2023-06-01 16:59,P011,1323.05
U0328,profile_update,2023-06-04 06:55,P030,2528.27
U0003,checkout,2023-06-01 18:49,P006,2371.12
U0102,add_to_cart,2023-06-02 15:23,P004,2762.11
U0172,search,2023-06-04 03:02,P004,581.27
U0024,search,2023-06-05 03:16,P028,242.9
U0258,checkout,2023-06-06 19:30,P006,1163.84
U0005,logout,2023-06-03 09:35,P006,2436.31
U0338,search,2023-06-05 07:08,P004,2592.15
U0029,logout,2023-06-05 18:13,P003,978.09
U0391,page_view,2023-06-03 19:54,P024,1768.77
U0047,profile_update,2023-06-03 06:57,P020,1516.87
U0042,login,2023-06-04 20:10,P017,2518.82
U0363,wishlist_add,2023-06-02 23:47,P026,1455.21
U0062,login,2023-06-03 15:47,P015,251.52
U0328,login,2023-06-06 11:06,P018,1381.65
U0289,checkout,2023-06-06 08:12,P016,2931.22
U0218,add_to_cart,2023-06-02 19:03,P014,1928.19
U0254,wishlist_add,2023-06-06 04:37,P004,2155.67
U0177,page_view,2023-06-01 23:58,P021,1972.53
U0396,add_to_cart,2023-06-05 21:14,P013,716.61
U0108,profile_update,2023-06-05 12:19,P019,2508.07
U0033,profile_update,2023-06-03 14:04,P029,1796.2
U0240,profile_update,2023-06-04 01:59,P023,925.81
U0221,checkout,2023-06-06 09:33,P027,1223.77
U0249,search,2023-06-04 22:27,P006,2809.9
U0264,add_to_cart,2023-06-02 03:50,P030,1256.37
U0171,search,2023-06-04 04:36,P024,1113.29
U0244,page_view,2023-06-06 18:35,P006,2076.13
U0314,login,2023-06-02 08:25,P009,2030.35
U0021,add_to_cart,2023-06-03 18:16,P011,2597.9
U0031,login,2023-06-03 08:23,P015,1022.92
U0334,logout,2023-06-03 18:45,P008,550.55
U0057,login,2023-06-01 20:53,P028,2258.88
U0269,add_to_cart,2023-06-04 09:07,P030,970.64
U0010,profile_update,2023-06-06 13:25,P008,1592.02
U0234,wishlist_add,2023-06-01 21:17,P026,947.3
U0153,page_view,2023-06-04 16:48,P005,868.8
U0064,checkout,2023-06-03 05:35,P021,200.64
U0363,add_to_cart,2023-06-02 12:35,P029,1935.07
U0092,search,2023-06-04 07:53,P012,1410.02
U0020,wishlist_add,2023-06-03 21:28,P013,2702.66
U0387,add_to_cart,2023-06-06 19:38,P016,2891.19
U0326,add_to_cart,2023-06-06 17:08,P008,1639.71
U0274,login,2023-06-03 20:43,P007,1203.88
U0192,logout,2023-06-05 06:13,P021,2706.11
U0225,logout,2023-06-03 07:27,P021,2084.73
U0025,search,2023-06-01 11:47,P024,1693.49
U0385,profile_update,2023-06-05 19:19,P009,2856.32
U0214,checkout,2023-06-02 12:34,P013,715.52
U0049,search,2023-06-04 17:59,P021,2538.58
U0308,search,2023-06-01 18:23,P005,221.26
U0016,wishlist_add,2023-06-01 11:35,P011,696.44
U0281,wishlist_add,2023-06-05 06:20,P001,606.69
U0087,login,2023-06-04 02:35,P001,1377.8
U0148,add_to_cart,2023-06-02 18:17,P011,1953.64
U0326,add_to_cart,2023-06-02 06:50,P010,620.48
U0392,wishlist_add,2023-06-02 18:51,P023,1577.26
U0095,login,2023-06-02 20:56,P019,284.82
U0236,login,2023-06-06 02:11,P001,1683.35
U0300,wishlist_add,2023-06-01 12:19,P015,2724.6
U0274,login,2023-06-02 18:25,P018,1323.72
U0396,profile_update,2023-06-01 12:33,P027,1801.37
U0199,page_view,2023-06-04 16:19,P026,2822.06
U0069,login,2023-06-06 14:22,P013,969.95
U0168,checkout,2023-06-02 06:12,P023,2266.0
U0385,page_view,2023-06-04 10:26,P001,385.12
U0159,logout,2023-06-05 02:00,P007,2783.7
U0221,page_view,2023-06-02 06:09,P018,949.57
U0034,logout,2023-06-01 16:33,P020,2419.18
U0078,checkout,2023-06-03 05:34,P027,2394.98
U0153,add_to_cart,2023-06-06 05:39,P029,1088.64
U0122,checkout,2023-06-04 17:10,P007,2749.51
U0117,checkout,2023-06-01 13:46,P011,370.37
U0337,logout,2023-06-01 13:28,P002,833.02
U0108,checkout,2023-06-04 03:16,P006,2876.98
U0106,search,2023-06-02 08:46,P003,545.85
U0166,add_to_cart,2023-06-06 01:04,P017,2986.18
U0173,profile_update,2023-06-04 07:02,P029,1880.75
U0271,login,2023-06-01 15:38,P003,397.23
U0066,profile_update,2023-06-04 20:59,P004,1742.9
U0353,checkout,2023-06-03 04:20,P012,326.69
U0385,logout,2023-06-03 15:07,P012,985.98
U0291,wishlist_add,2023-06-02 18:43,P008,2903.22
U0094,profile_update,2023-06-05 04:46,P022,1202.38
U0391,page_view,2023-06-03 04:00,P026,2884.82
U0254,checkout,2023-06-06 03:51,P011,2356.84
U0326,checkout,2023-06-01 12:14,P027,2924.43
U0097,checkout,2023-06-05 15:57,P005,2035.15
U0084,page_view,2023-06-01 22:53,P026,1328.55
U0182,login,2023-06-06 14:29,P019,1285.57
U0294,search,2023-06-02 18:34,P025,2045.87
U0361,logout,2023-06-05 09:53,P030,2123.55
U0288,login,2023-06-04 11:31,P015,1826.97
U0024,wishlist_add,2023-06-05 03:15,P013,1574.13
U0133,wishlist_add,2023-06-03 23:25,P004,2444.1
U0317,wishlist_add,2023-06-01 16:50,P012,2448.46
U0192,logout,2023-06-02 18:00,P030,1177.03
U0343,checkout,2023-06-02 22:53,P008,1312.67
U0242,checkout,2023-06-05 20:47,P001,345.62
U0309,wishlist_add,2023-06-01 08:21,P024,1164.96
U0293,search,2023-06-05 22:48,P002,1338.2
U0127,wishlist_add,2023-06-05 02:25,P015,1105.18
U0304,checkout,2023-06-05 08:10,P026,2278.08
U0003,wishlist_add,2023-06-05 19:31,P017,604.81
U0003,wishlist_add,2023-06-06 12:48,P020,723.44
U0175,logout,2023-06-04 10:28,P022,2290.87
U0017,page_view,2023-06-06 13:39,P006,520.41
U0336,wishlist_add,2023-06-05 22:19,P004,1135.28
U0083,search,2023-06-04 16:59,P027,295.11
U0387,search,2023-06-06 00:19,P015,358.89
U0312,page_view,2023-06-02 03:47,P008,630.74
U0274,wishlist_add,2023-06-03 20:13,P009,1141.76
U0230,profile_update,2023-06-02 08:19,P004,2377.22
U0078,page_view,2023-06-03 08:48,P024,2270.34
U0036,search,2023-06-04 08:35,P007,511.72
U0187,add_to_cart,2023-06-03 18:14,P020,1248.97
U0140,search,2023-06-06 18:35,P026,2210.12
U0071,add_to_cart,2023-06-06 16:12,P027,2470.15
U0024,wishlist_add,2023-06-01 08:32,P016,2528.57
U0022,login,2023-06-06 00:51,P016,2997.38
U0152,login,2023-06-02 22:47,P001,940.4
U0154,add_to_cart,2023-06-03 13:35,P004,2314.23
U0093,checkout,2023-06-02 05:22,P019,2611.08
U0347,search,2023-06-02 05:41,P008,1428.02
U0387,profile_update,2023-06-05 02:09,P005,206.14
U0014,search,2023-06-05 07:54,P021,974.24
U0313,page_view,2023-06-04 05:57,P001,929.3
U0020,profile_update,2023-06-05 08:01,P007,1610.78
U0236,logout,2023-06-02 03:03,P006,606.14
U0339,add_to_cart,2023-06-01 20:03,P021,2369.21
U0299,add_to_cart,2023-06-05 09:48,P013,1207.09
U0010,search,2023-06-03 03:23,P020,2751.06
U0148,page_view,2023-06-04 03:28,P009,1588.91
U0075,page_view,2023-06-03 12:38,P005,2418.76
U0260,add_to_cart,2023-06-02 17:37,P007,811.63
U0305,wishlist_add,2023-06-04 03:04,P008,830.57
U0332,login,2023-06-02 02:08,P003,925.7
U0385,page_view,2023-06-04 09:57,P002,1186.19
U0183,wishlist_add,2023-06-04 18:26,P006,2093.4
U0261,login,2023-06-03 07:58,P023,989.25
U0359,logout,2023-06-02 06:16,P016,1426.39
U0206,profile_update,2023-06-01 15:41,P009,1759.62
U0210,profile_update,2023-06-03 17:25,P007,2905.83
U0031,login,2023-06-03 05:44,P001,1534.47
U0236,page_view,2023-06-05 06:33,P005,1621.69
U0113,profile_update,2023-06-03 09:08,P015,717.14
U0261,wishlist_add,2023-06-01 18:28,P021,2272.97
U0309,checkout,2023-06-01 19:15,P013,2614.28
U0260,profile_update,2023-06-02 17:14,P026,307.93
U0119,search,2023-06-02 16:50,P025,2305.5
U0009,search,2023-06-06 12:01,P020,640.59
U0051,profile_update,2023-06-03 22:54,P023,1133.27
U0048,logout,2023-06-02 13:23,P016,2332.96
U0276,add_to_cart,2023-06-03 18:37,P026,399.21
U0048,logout,2023-06-02 17:49,P018,102.23
U0377,checkout,2023-06-03 07:57,P025,2821.12
U0292,search,2023-06-01 23:13,P019,1560.85
U0212,search,2023-06-06 13:54,P008,477.67
U0289,search,2023-06-04 19:13,P017,1979.27
U0144,profile_update,2023-06-03 22:28,P021,2874.62
U0348,page_view,2023-06-04 05:37,P001,2156.83
U0181,profile_update,2023-06-05 21:44,P023,860.8
U0242,logout,2023-06-04 17:15,P017,2923.68
U0318,wishlist_add,2023-06-03 16:06,P011,787.61
U0223,checkout,2023-06-01 14:31,P015,1759.74
U0323,logout,2023-06-06 11:35,P013,944.67
U0329,logout,2023-06-04 08:08,P002,720.37
U0179,search,2023-06-05 17:56,P030,309.46
U0376,login,2023-06-06 09:30,P009,2762.25
U0391,checkout,2023-06-04 14:50,P015,1687.7
U0272,add_to_cart,2023-06-05 03:11,P002,728.84
U0257,login,2023-06-05 17:07,P009,1729.26
U0253,logout,2023-06-02 22:00,P007,1637.07
U0222,page_view,2023-06-04 21:15,P030,2854.36
U0116,checkout,2023-06-06 09:39,P004,2395.71
U0361,add_to_cart,2023-06-04 18:07,P015,2389.34
U0304,add_to_cart,2023-06-06 01:14,P009,103.77
U0027,search,2023-06-04 13:53,P008,729.04
