user_id,event_type,event_time,product_id,amount,event_date,hour,day_of_week
U0083,add_to_cart,2023-06-05 10:36:00,P023,0.0,2023-06-05,10,Monday
U0122,profile_update,2023-06-05 08:35:00,P027,2208.1,2023-06-05,8,Monday
U0146,login,2023-06-06 12:14:00,P029,1589.38,2023-06-06,12,Tuesday
U0358,page_view,2023-06-03 16:20:00,P012,2773.7,2023-06-03,16,Saturday
U0126,add_to_cart,2023-06-06 13:26:00,P001,2408.78,2023-06-06,13,Tuesday
U0374,add_to_cart,2023-06-04 01:16:00,P014,1410.06,2023-06-04,1,Sunday
U0317,search,2023-06-04 07:52:00,P029,0.0,2023-06-04,7,Sunday
U0352,login,2023-06-02 21:35:00,P009,0.0,2023-06-02,21,Friday
U0024,logout,2023-06-04 03:46:00,P011,850.03,2023-06-04,3,Sunday
U0252,login,2023-06-03 19:23:00,P016,2137.8,2023-06-03,19,Saturday
U0059,page_view,2023-06-03 23:11:00,P025,0.0,2023-06-03,23,Saturday
U0083,wishlist_add,2023-06-06 19:07:00,P002,0.0,2023-06-06,19,Tuesday
U0312,login,2023-06-04 07:40:00,P022,0.0,2023-06-04,7,Sunday
U0332,wishlist_add,2023-06-06 15:39:00,P006,1938.83,2023-06-06,15,Tuesday
U0147,search,2023-06-03 21:59:00,P007,1275.7,2023-06-03,21,Saturday
U0285,search,2023-06-02 07:29:00,P021,724.18,2023-06-02,7,Friday
U0122,wishlist_add,2023-06-01 20:46:00,P025,2356.49,2023-06-01,20,Thursday
U0256,login,2023-06-02 01:41:00,P013,2537.82,2023-06-02,1,Friday
U0165,checkout,2023-06-05 05:01:00,P008,306.2,2023-06-05,5,Monday
U0345,wishlist_add,2023-06-03 07:15:00,P001,0.0,2023-06-03,7,Saturday
U0159,profile_update,2023-06-05 10:10:00,P027,1141.76,2023-06-05,10,Monday
U0150,wishlist_add,2023-06-03 05:19:00,P010,2283.39,2023-06-03,5,Saturday
U0328,logout,2023-06-01 14:56:00,P012,2329.66,2023-06-01,14,Thursday
U0262,page_view,2023-06-04 18:16:00,P004,1787.47,2023-06-04,18,Sunday
U0138,checkout,2023-06-04 04:33:00,P010,330.57,2023-06-04,4,Sunday
U0012,login,2023-06-01 12:21:00,P020,2448.64,2023-06-01,12,Thursday
U0380,checkout,2023-06-02 17:49:00,P021,306.2,2023-06-02,17,Friday
U0161,profile_update,2023-06-03 22:00:00,P002,2346.95,2023-06-03,22,Saturday
U0093,add_to_cart,2023-06-02 23:44:00,P019,0.0,2023-06-02,23,Friday
U0200,logout,2023-06-04 06:28:00,P022,0.0,2023-06-04,6,Sunday
U0299,search,2023-06-03 15:32:00,P005,0.0,2023-06-03,15,Saturday
U0356,search,2023-06-03 21:55:00,P028,1199.35,2023-06-03,21,Saturday
U0166,add_to_cart,2023-06-02 20:46:00,P008,0.0,2023-06-02,20,Friday
U0141,checkout,2023-06-05 11:32:00,P010,1952.09,2023-06-05,11,Monday
U0097,search,2023-06-02 12:42:00,P014,0.0,2023-06-02,12,Friday
U0345,profile_update,2023-06-06 02:48:00,P019,0.0,2023-06-06,2,Tuesday
U0010,profile_update,2023-06-01 14:13:00,P011,0.0,2023-06-01,14,Thursday
U0241,page_view,2023-06-04 14:46:00,P014,0.0,2023-06-04,14,Sunday
U0331,search,2023-06-06 19:37:00,P028,0.0,2023-06-06,19,Tuesday
U0397,wishlist_add,2023-06-06 02:18:00,P024,0.0,2023-06-06,2,Tuesday
U0350,wishlist_add,2023-06-03 03:00:00,P019,777.24,2023-06-03,3,Saturday
U0296,add_to_cart,2023-06-05 05:20:00,P028,0.0,2023-06-05,5,Monday
U0035,profile_update,2023-06-06 18:55:00,P020,2085.12,2023-06-06,18,Tuesday
U0336,profile_update,2023-06-04 03:33:00,P018,1389.04,2023-06-04,3,Sunday
U0219,checkout,2023-06-04 23:13:00,P011,808.5,2023-06-04,23,Sunday
U0355,add_to_cart,2023-06-03 07:31:00,P021,1704.58,2023-06-03,7,Saturday
U0288,profile_update,2023-06-06 05:11:00,P009,330.5,2023-06-06,5,Tuesday
U0204,search,2023-06-06 17:03:00,P021,0.0,2023-06-06,17,Tuesday
U0276,checkout,2023-06-04 16:19:00,P012,306.2,2023-06-04,16,Sunday
U0224,profile_update,2023-06-04 15:12:00,P007,0.0,2023-06-04,15,Sunday
U0216,logout,2023-06-02 04:09:00,P004,0.0,2023-06-02,4,Friday
U0323,login,2023-06-04 09:02:00,P029,0.0,2023-06-04,9,Sunday
U0271,wishlist_add,2023-06-03 15:46:00,P026,2543.19,2023-06-03,15,Saturday
U0082,search,2023-06-06 02:15:00,P027,2922.77,2023-06-06,2,Tuesday
U0309,wishlist_add,2023-06-03 11:40:00,P028,0.0,2023-06-03,11,Saturday
U0231,wishlist_add,2023-06-06 07:03:00,P013,0.0,2023-06-06,7,Tuesday
U0222,profile_update,2023-06-03 09:25:00,P007,0.0,2023-06-03,9,Saturday
U0019,wishlist_add,2023-06-03 05:20:00,P013,0.0,2023-06-03,5,Saturday
U0113,page_view,2023-06-06 08:21:00,P003,0.0,2023-06-06,8,Tuesday
U0189,checkout,2023-06-06 18:07:00,P009,306.2,2023-06-06,18,Tuesday
U0211,login,2023-06-04 10:53:00,P007,0.0,2023-06-04,10,Sunday
U0146,search,2023-06-02 22:16:00,P023,2718.6,2023-06-02,22,Friday
U0230,add_to_cart,2023-06-03 23:52:00,P021,166.11,2023-06-03,23,Saturday
U0391,add_to_cart,2023-06-02 08:07:00,P030,379.89,2023-06-02,8,Friday
U0214,logout,2023-06-01 22:37:00,P028,0.0,2023-06-01,22,Thursday
U0393,profile_update,2023-06-01 20:11:00,P003,0.0,2023-06-01,20,Thursday
U0307,wishlist_add,2023-06-05 14:10:00,P013,1866.94,2023-06-05,14,Monday
U0161,logout,2023-06-05 05:27:00,P026,2552.03,2023-06-05,5,Monday
U0345,profile_update,2023-06-05 20:44:00,P004,0.0,2023-06-05,20,Monday
U0203,checkout,2023-06-06 15:23:00,P020,239.81,2023-06-06,15,Tuesday
U0094,checkout,2023-06-04 18:44:00,P004,306.2,2023-06-04,18,Sunday
U0262,page_view,2023-06-03 07:33:00,P027,0.0,2023-06-03,7,Saturday
U0120,add_to_cart,2023-06-03 02:18:00,P020,0.0,2023-06-03,2,Saturday
U0337,profile_update,2023-06-01 23:30:00,P013,1834.59,2023-06-01,23,Thursday
U0336,login,2023-06-02 16:42:00,P027,117.43,2023-06-02,16,Friday
U0089,search,2023-06-03 00:30:00,P009,0.0,2023-06-03,0,Saturday
U0038,search,2023-06-03 04:45:00,P008,1533.73,2023-06-03,4,Saturday
U0395,search,2023-06-05 05:49:00,P026,2926.69,2023-06-05,5,Monday
U0200,search,2023-06-05 01:24:00,P017,0.0,2023-06-05,1,Monday
U0065,profile_update,2023-06-03 16:06:00,P020,0.0,2023-06-03,16,Saturday
U0315,login,2023-06-04 07:04:00,P030,1812.95,2023-06-04,7,Sunday
U0152,login,2023-06-05 22:06:00,P022,839.22,2023-06-05,22,Monday
U0264,profile_update,2023-06-03 15:07:00,P008,2821.74,2023-06-03,15,Saturday
U0272,wishlist_add,2023-06-04 17:53:00,P020,0.0,2023-06-04,17,Sunday
U0067,page_view,2023-06-02 02:43:00,P029,0.0,2023-06-02,2,Friday
U0190,wishlist_add,2023-06-03 12:30:00,P018,2199.55,2023-06-03,12,Saturday
U0210,wishlist_add,2023-06-01 16:17:00,P016,0.0,2023-06-01,16,Thursday
U0140,profile_update,2023-06-02 21:15:00,P028,0.0,2023-06-02,21,Friday
U0304,logout,2023-06-02 04:11:00,P020,1052.48,2023-06-02,4,Friday
U0361,add_to_cart,2023-06-02 20:48:00,P007,0.0,2023-06-02,20,Friday
U0084,search,2023-06-02 07:51:00,P027,152.8,2023-06-02,7,Friday
U0065,checkout,2023-06-04 16:41:00,P029,306.2,2023-06-04,16,Sunday
U0190,checkout,2023-06-01 11:16:00,P014,2246.64,2023-06-01,11,Thursday
U0034,checkout,2023-06-02 13:58:00,P008,1826.62,2023-06-02,13,Friday
U0077,checkout,2023-06-01 19:29:00,P011,306.2,2023-06-01,19,Thursday
U0353,add_to_cart,2023-06-02 08:31:00,P016,2509.99,2023-06-02,8,Friday
U0106,page_view,2023-06-05 17:41:00,P004,0.0,2023-06-05,17,Monday
U0073,profile_update,2023-06-06 13:49:00,P024,0.0,2023-06-06,13,Tuesday
U0224,wishlist_add,2023-06-05 16:32:00,P017,1409.74,2023-06-05,16,Monday
U0222,logout,2023-06-01 16:16:00,P007,1250.08,2023-06-01,16,Thursday
U0139,search,2023-06-03 23:04:00,P011,0.0,2023-06-03,23,Saturday
U0321,login,2023-06-02 13:24:00,P018,0.0,2023-06-02,13,Friday
U0107,logout,2023-06-01 20:17:00,P011,1287.35,2023-06-01,20,Thursday
U0263,checkout,2023-06-04 12:52:00,P017,306.2,2023-06-04,12,Sunday
U0245,logout,2023-06-05 02:53:00,P030,164.57,2023-06-05,2,Monday
U0313,search,2023-06-03 11:33:00,P027,0.0,2023-06-03,11,Saturday
U0160,login,2023-06-04 17:04:00,P018,2277.67,2023-06-04,17,Sunday
U0051,login,2023-06-05 16:06:00,P009,1120.55,2023-06-05,16,Monday
U0312,add_to_cart,2023-06-04 06:34:00,P017,0.0,2023-06-04,6,Sunday
U0112,checkout,2023-06-04 23:15:00,P004,306.2,2023-06-04,23,Sunday
U0398,wishlist_add,2023-06-03 16:55:00,P018,0.0,2023-06-03,16,Saturday
U0018,wishlist_add,2023-06-05 00:43:00,P022,0.0,2023-06-05,0,Monday
U0117,login,2023-06-05 17:22:00,P014,0.0,2023-06-05,17,Monday
U0216,wishlist_add,2023-06-03 12:32:00,P018,430.27,2023-06-03,12,Saturday
U0228,logout,2023-06-06 17:19:00,P008,339.09,2023-06-06,17,Tuesday
U0339,checkout,2023-06-05 11:08:00,P024,306.2,2023-06-05,11,Monday
U0016,checkout,2023-06-02 20:24:00,P005,306.2,2023-06-02,20,Friday
U0167,login,2023-06-06 06:38:00,P002,0.0,2023-06-06,6,Tuesday
U0112,logout,2023-06-03 09:45:00,P007,1879.28,2023-06-03,9,Saturday
U0135,profile_update,2023-06-01 15:59:00,P009,0.0,2023-06-01,15,Thursday
U0352,search,2023-06-05 12:10:00,P020,0.0,2023-06-05,12,Monday
U0006,checkout,2023-06-04 05:23:00,P002,2643.34,2023-06-04,5,Sunday
U0304,profile_update,2023-06-01 17:09:00,P016,0.0,2023-06-01,17,Thursday
U0217,wishlist_add,2023-06-04 01:47:00,P001,1637.76,2023-06-04,1,Sunday
U0299,checkout,2023-06-05 04:01:00,P001,306.2,2023-06-05,4,Monday
U0014,profile_update,2023-06-01 08:01:00,P012,0.0,2023-06-01,8,Thursday
U0336,wishlist_add,2023-06-03 22:22:00,P022,0.0,2023-06-03,22,Saturday
U0067,page_view,2023-06-03 23:10:00,P008,0.0,2023-06-03,23,Saturday
U0386,profile_update,2023-06-04 01:30:00,P029,2051.84,2023-06-04,1,Sunday
U0293,wishlist_add,2023-06-04 15:47:00,P022,0.0,2023-06-04,15,Sunday
U0048,wishlist_add,2023-06-02 09:24:00,P027,747.59,2023-06-02,9,Friday
U0107,wishlist_add,2023-06-04 18:53:00,P018,0.0,2023-06-04,18,Sunday
U0383,add_to_cart,2023-06-06 02:41:00,P029,0.0,2023-06-06,2,Tuesday
U0080,wishlist_add,2023-06-01 18:33:00,P020,1357.65,2023-06-01,18,Thursday
U0287,profile_update,2023-06-05 21:36:00,P028,1984.38,2023-06-05,21,Monday
U0399,checkout,2023-06-05 06:59:00,P003,2540.19,2023-06-05,6,Monday
U0048,login,2023-06-02 13:53:00,P018,0.0,2023-06-02,13,Friday
U0053,search,2023-06-03 18:50:00,P010,0.0,2023-06-03,18,Saturday
U0181,checkout,2023-06-06 10:20:00,P020,352.05,2023-06-06,10,Tuesday
U0263,search,2023-06-04 02:29:00,P024,0.0,2023-06-04,2,Sunday
U0257,login,2023-06-03 03:30:00,P020,2966.99,2023-06-03,3,Saturday
U0004,search,2023-06-05 00:19:00,P011,0.0,2023-06-05,0,Monday
U0233,page_view,2023-06-06 19:03:00,P023,2548.34,2023-06-06,19,Tuesday
U0174,wishlist_add,2023-06-01 08:10:00,P026,0.0,2023-06-01,8,Thursday
U0144,page_view,2023-06-05 23:29:00,P004,110.74,2023-06-05,23,Monday
U0369,login,2023-06-05 04:23:00,P029,0.0,2023-06-05,4,Monday
U0091,search,2023-06-02 03:08:00,P010,0.0,2023-06-02,3,Friday
U0298,wishlist_add,2023-06-02 10:00:00,P026,0.0,2023-06-02,10,Friday
U0089,profile_update,2023-06-03 05:56:00,P009,1252.73,2023-06-03,5,Saturday
U0170,search,2023-06-04 00:21:00,P006,0.0,2023-06-04,0,Sunday
U0050,login,2023-06-06 06:59:00,P006,0.0,2023-06-06,6,Tuesday
U0170,login,2023-06-02 21:44:00,P022,0.0,2023-06-02,21,Friday
U0048,wishlist_add,2023-06-02 10:44:00,P023,0.0,2023-06-02,10,Friday
U0200,wishlist_add,2023-06-05 00:44:00,P013,2481.42,2023-06-05,0,Monday
U0079,page_view,2023-06-06 11:30:00,P004,980.23,2023-06-06,11,Tuesday
U0210,login,2023-06-03 22:06:00,P006,1606.73,2023-06-03,22,Saturday
U0214,add_to_cart,2023-06-06 19:57:00,P005,0.0,2023-06-06,19,Tuesday
U0226,profile_update,2023-06-04 01:04:00,P025,1532.29,2023-06-04,1,Sunday
U0241,logout,2023-06-03 11:54:00,P007,0.0,2023-06-03,11,Saturday
U0049,wishlist_add,2023-06-03 17:32:00,P023,0.0,2023-06-03,17,Saturday
U0379,login,2023-06-04 05:33:00,P024,909.43,2023-06-04,5,Sunday
U0111,checkout,2023-06-03 06:33:00,P017,306.2,2023-06-03,6,Saturday
U0015,search,2023-06-02 13:44:00,P027,1669.03,2023-06-02,13,Friday
U0121,page_view,2023-06-05 06:54:00,P020,0.0,2023-06-05,6,Monday
U0376,login,2023-06-03 06:38:00,P023,0.0,2023-06-03,6,Saturday
U0310,login,2023-06-04 07:59:00,P003,0.0,2023-06-04,7,Sunday
U0143,wishlist_add,2023-06-04 21:19:00,P022,0.0,2023-06-04,21,Sunday
U0088,add_to_cart,2023-06-01 15:06:00,P015,2923.74,2023-06-01,15,Thursday
U0119,logout,2023-06-03 16:46:00,P027,578.87,2023-06-03,16,Saturday
U0135,checkout,2023-06-01 11:21:00,P003,306.2,2023-06-01,11,Thursday
U0196,logout,2023-06-03 10:55:00,P030,0.0,2023-06-03,10,Saturday
U0024,wishlist_add,2023-06-05 17:47:00,P005,2398.41,2023-06-05,17,Monday
U0113,wishlist_add,2023-06-02 23:42:00,P002,1059.78,2023-06-02,23,Friday
U0124,add_to_cart,2023-06-04 07:57:00,P001,0.0,2023-06-04,7,Sunday
U0330,profile_update,2023-06-02 23:06:00,P018,814.85,2023-06-02,23,Friday
U0037,add_to_cart,2023-06-03 18:04:00,P007,0.0,2023-06-03,18,Saturday
U0244,checkout,2023-06-03 17:47:00,P026,306.2,2023-06-03,17,Saturday
U0069,wishlist_add,2023-06-02 14:59:00,P026,2094.06,2023-06-02,14,Friday
U0381,wishlist_add,2023-06-04 07:35:00,P028,0.0,2023-06-04,7,Sunday
U0207,wishlist_add,2023-06-06 13:26:00,P004,0.0,2023-06-06,13,Tuesday
U0210,wishlist_add,2023-06-02 21:21:00,P017,2082.56,2023-06-02,21,Friday
U0352,search,2023-06-06 09:05:00,P015,0.0,2023-06-06,9,Tuesday
U0247,profile_update,2023-06-05 14:10:00,P021,0.0,2023-06-05,14,Monday
U0329,checkout,2023-06-03 14:53:00,P008,1279.39,2023-06-03,14,Saturday
U0030,login,2023-06-01 19:10:00,P030,0.0,2023-06-01,19,Thursday
U0243,profile_update,2023-06-06 05:05:00,P008,2771.24,2023-06-06,5,Tuesday
U0227,logout,2023-06-03 08:04:00,P012,0.0,2023-06-03,8,Saturday
U0157,page_view,2023-06-02 08:59:00,P024,1235.21,2023-06-02,8,Friday
U0348,search,2023-06-01 21:35:00,P010,2394.8,2023-06-01,21,Thursday
U0170,logout,2023-06-02 15:13:00,P027,1916.18,2023-06-02,15,Friday
U0309,search,2023-06-01 20:00:00,P014,1170.48,2023-06-01,20,Thursday
U0017,logout,2023-06-05 16:47:00,P004,0.0,2023-06-05,16,Monday
U0065,logout,2023-06-03 01:08:00,P002,0.0,2023-06-03,1,Saturday
U0238,page_view,2023-06-05 23:41:00,P019,0.0,2023-06-05,23,Monday
U0304,add_to_cart,2023-06-04 15:58:00,P011,299.68,2023-06-04,15,Sunday
U0080,login,2023-06-01 18:34:00,P007,0.0,2023-06-01,18,Thursday
U0277,wishlist_add,2023-06-04 20:50:00,P004,2488.91,2023-06-04,20,Sunday
U0192,add_to_cart,2023-06-03 11:31:00,P003,0.0,2023-06-03,11,Saturday
U0137,checkout,2023-06-02 12:44:00,P003,588.95,2023-06-02,12,Friday
U0054,logout,2023-06-05 21:57:00,P021,2895.72,2023-06-05,21,Monday
U0246,login,2023-06-02 21:54:00,P007,0.0,2023-06-02,21,Friday
U0357,login,2023-06-06 02:21:00,P022,926.24,2023-06-06,2,Tuesday
U0114,page_view,2023-06-03 21:11:00,P005,0.0,2023-06-03,21,Saturday
U0394,login,2023-06-04 16:25:00,P020,0.0,2023-06-04,16,Sunday
U0082,logout,2023-06-06 18:47:00,P025,106.78,2023-06-06,18,Tuesday
U0275,wishlist_add,2023-06-03 14:10:00,P018,2666.13,2023-06-03,14,Saturday
U0286,add_to_cart,2023-06-01 18:45:00,P013,2409.06,2023-06-01,18,Thursday
U0018,add_to_cart,2023-06-01 22:38:00,P025,459.27,2023-06-01,22,Thursday
U0355,page_view,2023-06-05 03:35:00,P019,524.55,2023-06-05,3,Monday
U0139,add_to_cart,2023-06-03 15:46:00,P019,0.0,2023-06-03,15,Saturday
U0231,add_to_cart,2023-06-03 17:49:00,P029,1873.78,2023-06-03,17,Saturday
U0363,login,2023-06-06 09:17:00,P007,1078.25,2023-06-06,9,Tuesday
U0320,profile_update,2023-06-04 11:37:00,P028,1444.58,2023-06-04,11,Sunday
U0268,profile_update,2023-06-06 17:13:00,P013,1769.27,2023-06-06,17,Tuesday
U0024,profile_update,2023-06-03 05:15:00,P002,0.0,2023-06-03,5,Saturday
U0232,checkout,2023-06-06 04:15:00,P012,867.43,2023-06-06,4,Tuesday
U0134,profile_update,2023-06-04 02:54:00,P016,2453.97,2023-06-04,2,Sunday
U0046,login,2023-06-06 18:01:00,P029,0.0,2023-06-06,18,Tuesday
U0153,checkout,2023-06-02 23:19:00,P024,2731.71,2023-06-02,23,Friday
U0044,wishlist_add,2023-06-06 09:55:00,P023,0.0,2023-06-06,9,Tuesday
U0099,login,2023-06-04 21:26:00,P010,0.0,2023-06-04,21,Sunday
U0250,search,2023-06-04 08:30:00,P012,779.46,2023-06-04,8,Sunday
U0030,page_view,2023-06-06 09:21:00,P003,230.1,2023-06-06,9,Tuesday
U0041,add_to_cart,2023-06-02 22:24:00,P030,1265.32,2023-06-02,22,Friday
U0051,profile_update,2023-06-06 02:51:00,P024,1086.06,2023-06-06,2,Tuesday
U0261,wishlist_add,2023-06-06 11:00:00,P001,0.0,2023-06-06,11,Tuesday
U0279,add_to_cart,2023-06-04 16:20:00,P013,0.0,2023-06-04,16,Sunday
U0240,profile_update,2023-06-02 02:06:00,P017,653.28,2023-06-02,2,Friday
U0206,login,2023-06-03 22:25:00,P013,0.0,2023-06-03,22,Saturday
U0259,logout,2023-06-01 12:12:00,P025,0.0,2023-06-01,12,Thursday
U0254,page_view,2023-06-04 09:02:00,P011,0.0,2023-06-04,9,Sunday
U0335,checkout,2023-06-04 16:17:00,P030,306.2,2023-06-04,16,Sunday
U0396,profile_update,2023-06-02 12:59:00,P002,1820.64,2023-06-02,12,Friday
U0344,add_to_cart,2023-06-06 12:16:00,P001,0.0,2023-06-06,12,Tuesday
U0137,wishlist_add,2023-06-05 11:09:00,P030,0.0,2023-06-05,11,Monday
U0057,wishlist_add,2023-06-04 20:57:00,P019,227.1,2023-06-04,20,Sunday
U0189,checkout,2023-06-06 14:36:00,P003,772.44,2023-06-06,14,Tuesday
U0248,checkout,2023-06-06 14:33:00,P004,2808.33,2023-06-06,14,Tuesday
U0077,add_to_cart,2023-06-04 11:47:00,P019,0.0,2023-06-04,11,Sunday
U0212,add_to_cart,2023-06-01 14:56:00,P028,2994.64,2023-06-01,14,Thursday
U0337,login,2023-06-02 18:43:00,P027,0.0,2023-06-02,18,Friday
U0212,search,2023-06-03 16:01:00,P026,1698.57,2023-06-03,16,Saturday
U0386,wishlist_add,2023-06-03 19:34:00,P015,188.75,2023-06-03,19,Saturday
U0128,page_view,2023-06-01 18:53:00,P021,0.0,2023-06-01,18,Thursday
U0302,wishlist_add,2023-06-03 09:24:00,P030,1404.35,2023-06-03,9,Saturday
U0038,profile_update,2023-06-01 12:16:00,P021,0.0,2023-06-01,12,Thursday
U0103,page_view,2023-06-06 02:39:00,P001,2050.83,2023-06-06,2,Tuesday
U0074,page_view,2023-06-01 19:32:00,P002,0.0,2023-06-01,19,Thursday
U0085,checkout,2023-06-03 09:23:00,P008,306.2,2023-06-03,9,Saturday
U0377,page_view,2023-06-06 13:06:00,P029,0.0,2023-06-06,13,Tuesday
U0183,page_view,2023-06-02 02:42:00,P018,0.0,2023-06-02,2,Friday
U0016,page_view,2023-06-04 18:20:00,P020,116.55,2023-06-04,18,Sunday
U0341,logout,2023-06-06 11:49:00,P022,2130.22,2023-06-06,11,Tuesday
U0333,logout,2023-06-01 21:00:00,P013,1577.72,2023-06-01,21,Thursday
U0367,login,2023-06-05 06:11:00,P006,0.0,2023-06-05,6,Monday
U0069,add_to_cart,2023-06-06 09:45:00,P017,0.0,2023-06-06,9,Tuesday
U0253,checkout,2023-06-06 19:33:00,P025,2271.79,2023-06-06,19,Tuesday
U0033,page_view,2023-06-04 12:13:00,P012,0.0,2023-06-04,12,Sunday
U0290,checkout,2023-06-04 19:58:00,P021,306.2,2023-06-04,19,Sunday
U0300,search,2023-06-02 01:50:00,P012,1979.5,2023-06-02,1,Friday
U0124,search,2023-06-01 11:03:00,P016,0.0,2023-06-01,11,Thursday
U0206,add_to_cart,2023-06-05 05:27:00,P016,0.0,2023-06-05,5,Monday
U0043,search,2023-06-05 10:51:00,P002,0.0,2023-06-05,10,Monday
U0028,login,2023-06-05 23:16:00,P001,0.0,2023-06-05,23,Monday
U0143,checkout,2023-06-01 23:07:00,P004,306.2,2023-06-01,23,Thursday
U0234,search,2023-06-05 16:08:00,P003,0.0,2023-06-05,16,Monday
U0061,logout,2023-06-01 12:20:00,P001,510.05,2023-06-01,12,Thursday
U0188,logout,2023-06-01 11:58:00,P017,0.0,2023-06-01,11,Thursday
U0204,login,2023-06-02 02:59:00,P023,0.0,2023-06-02,2,Friday
U0320,login,2023-06-04 03:14:00,P016,1011.97,2023-06-04,3,Sunday
U0381,add_to_cart,2023-06-02 20:38:00,P013,0.0,2023-06-02,20,Friday
U0374,search,2023-06-02 17:12:00,P007,0.0,2023-06-02,17,Friday
U0114,logout,2023-06-03 00:37:00,P001,2966.75,2023-06-03,0,Saturday
U0166,checkout,2023-06-04 02:50:00,P017,306.2,2023-06-04,2,Sunday
U0144,checkout,2023-06-04 05:41:00,P019,1859.75,2023-06-04,5,Sunday
U0183,logout,2023-06-03 16:20:00,P016,0.0,2023-06-03,16,Saturday
U0374,profile_update,2023-06-02 15:49:00,P017,322.97,2023-06-02,15,Friday
U0173,profile_update,2023-06-03 12:48:00,P009,0.0,2023-06-03,12,Saturday
U0127,wishlist_add,2023-06-04 01:36:00,P020,0.0,2023-06-04,1,Sunday
U0291,add_to_cart,2023-06-04 00:12:00,P016,865.82,2023-06-04,0,Sunday
U0268,search,2023-06-02 19:55:00,P005,2546.22,2023-06-02,19,Friday
U0328,logout,2023-06-05 00:06:00,P005,0.0,2023-06-05,0,Monday
U0095,profile_update,2023-06-02 11:58:00,P025,0.0,2023-06-02,11,Friday
U0256,logout,2023-06-05 12:22:00,P030,0.0,2023-06-05,12,Monday
U0249,search,2023-06-02 19:09:00,P001,2958.4,2023-06-02,19,Friday
U0112,profile_update,2023-06-01 19:50:00,P002,0.0,2023-06-01,19,Thursday
U0152,login,2023-06-04 03:01:00,P023,0.0,2023-06-04,3,Sunday
U0322,checkout,2023-06-05 10:09:00,P007,2509.06,2023-06-05,10,Monday
U0338,checkout,2023-06-01 14:29:00,P021,1685.89,2023-06-01,14,Thursday
U0276,logout,2023-06-04 16:03:00,P015,294.85,2023-06-04,16,Sunday
U0277,search,2023-06-03 11:35:00,P015,1153.69,2023-06-03,11,Saturday
U0075,login,2023-06-06 14:40:00,P015,1575.07,2023-06-06,14,Tuesday
U0217,search,2023-06-05 11:24:00,P026,621.83,2023-06-05,11,Monday
U0074,profile_update,2023-06-01 09:21:00,P020,2123.81,2023-06-01,9,Thursday
U0226,profile_update,2023-06-04 19:36:00,P030,0.0,2023-06-04,19,Sunday
U0208,profile_update,2023-06-04 20:00:00,P008,0.0,2023-06-04,20,Sunday
U0126,checkout,2023-06-02 23:09:00,P027,306.2,2023-06-02,23,Friday
U0269,add_to_cart,2023-06-05 12:22:00,P001,0.0,2023-06-05,12,Monday
U0025,logout,2023-06-03 11:22:00,P005,363.1,2023-06-03,11,Saturday
U0345,add_to_cart,2023-06-04 04:17:00,P007,0.0,2023-06-04,4,Sunday
U0251,wishlist_add,2023-06-01 20:54:00,P020,0.0,2023-06-01,20,Thursday
U0349,logout,2023-06-03 20:37:00,P003,0.0,2023-06-03,20,Saturday
U0251,checkout,2023-06-02 19:04:00,P001,306.2,2023-06-02,19,Friday
U0278,checkout,2023-06-03 05:38:00,P007,306.2,2023-06-03,5,Saturday
U0356,profile_update,2023-06-03 17:34:00,P018,553.47,2023-06-03,17,Saturday
U0309,profile_update,2023-06-06 02:00:00,P012,0.0,2023-06-06,2,Tuesday
U0036,page_view,2023-06-04 20:16:00,P018,2628.52,2023-06-04,20,Sunday
U0034,wishlist_add,2023-06-04 10:28:00,P020,2584.23,2023-06-04,10,Sunday
U0103,wishlist_add,2023-06-03 22:30:00,P001,1761.35,2023-06-03,22,Saturday
U0060,wishlist_add,2023-06-06 00:20:00,P008,0.0,2023-06-06,0,Tuesday
U0216,page_view,2023-06-02 02:21:00,P024,0.0,2023-06-02,2,Friday
U0232,add_to_cart,2023-06-02 14:24:00,P005,2324.55,2023-06-02,14,Friday
U0207,wishlist_add,2023-06-02 19:09:00,P019,1727.16,2023-06-02,19,Friday
U0045,page_view,2023-06-06 01:22:00,P021,0.0,2023-06-06,1,Tuesday
U0266,login,2023-06-01 09:30:00,P011,0.0,2023-06-01,9,Thursday
U0389,checkout,2023-06-03 06:10:00,P025,348.03,2023-06-03,6,Saturday
U0328,wishlist_add,2023-06-05 05:05:00,P027,0.0,2023-06-05,5,Monday
U0148,add_to_cart,2023-06-02 11:06:00,P027,2737.7,2023-06-02,11,Friday
U0393,wishlist_add,2023-06-06 07:32:00,P017,0.0,2023-06-06,7,Tuesday
U0166,checkout,2023-06-06 05:36:00,P010,306.2,2023-06-06,5,Tuesday
U0348,add_to_cart,2023-06-02 02:01:00,P026,0.0,2023-06-02,2,Friday
U0200,add_to_cart,2023-06-02 20:02:00,P001,0.0,2023-06-02,20,Friday
U0233,wishlist_add,2023-06-03 13:37:00,P027,0.0,2023-06-03,13,Saturday
U0301,add_to_cart,2023-06-03 07:16:00,P001,0.0,2023-06-03,7,Saturday
U0322,checkout,2023-06-06 17:55:00,P020,1446.76,2023-06-06,17,Tuesday
U0211,search,2023-06-06 03:02:00,P020,0.0,2023-06-06,3,Tuesday
U0110,logout,2023-06-03 20:00:00,P014,2536.56,2023-06-03,20,Saturday
U0087,page_view,2023-06-02 06:47:00,P022,1753.13,2023-06-02,6,Friday
